id,order_no,order_date,customer_id,product_id,quantity,unit_price,revenue,profit
12589,551824,2026-01-24,1798,2332,4,1.45,5.8,1.74
12590,551824,2026-01-24,1798,2596,16,0.65,10.4,4.16
12591,551824,2026-01-24,1798,1592,12,1.25,15.0,4.5
12592,551824,2026-01-24,1798,1450,4,3.75,15.0,6.75
12593,551826,2026-01-24,3587,767,10,0.42,4.2,1.26
12594,551833,2026-01-24,2857,2409,24,3.39,81.36,34.17
12595,551834,2026-01-24,2742,2756,12,0.85,10.2,4.28
12596,551835,2026-01-24,3394,1745,2,8.25,16.5,4.95
12597,551835,2026-01-24,3394,1952,2,7.95,15.9,6.36
12598,551835,2026-01-24,3394,1443,3,4.95,14.85,5.94
12599,551839,2026-01-24,1911,773,2,2.08,4.16,1.66
12600,551839,2026-01-24,1911,138,2,7.95,15.9,4.77
12601,551840,2026-01-24,1808,2391,10,6.75,67.5,30.38
12602,551842,2026-01-24,2786,1286,12,1.65,19.8,5.94
12603,551843,2026-01-24,2414,1968,6,3.75,22.5,6.75
12604,551843,2026-01-24,2414,137,2,7.95,15.9,4.77
12605,551844,2026-01-24,1181,1506,4,1.95,7.8,3.28
12606,551844,2026-01-24,1181,2320,12,0.42,5.04,2.12
12607,551845,2026-01-24,3590,877,1,1.25,1.25,0.44
12608,551845,2026-01-24,3590,969,2,0.85,1.7,0.51
12609,551846,2026-01-24,482,1846,4,4.95,19.8,5.94
12610,551846,2026-01-24,482,603,4,3.95,15.8,6.0
12611,551846,2026-01-24,482,1845,8,2.49,19.92,5.98
12612,551849,2026-01-24,2529,963,2,8.5,17.0,7.65
12613,551849,2026-01-24,2529,1767,24,1.25,30.0,9.0
12614,551849,2026-01-24,2529,781,5,2.95,14.75,7.38
12615,551849,2026-01-24,2529,868,12,2.95,35.4,10.62
12616,551850,2026-01-24,903,2366,4,4.95,19.8,5.94
12617,551852,2026-01-24,1674,1387,6,2.95,17.7,6.73
12618,551852,2026-01-24,1674,1388,6,2.95,17.7,6.73
12619,551855,2026-01-24,354,2817,1,1.25,1.25,0.5
12620,551855,2026-01-24,354,2713,24,1.69,40.56,18.25
12621,551855,2026-01-24,354,2843,3,2.08,6.24,3.12
12622,551855,2026-01-24,354,1831,12,0.83,9.96,4.48
12623,551855,2026-01-24,354,816,12,0.42,5.04,1.92
12624,551856,2026-01-24,1722,1051,72,1.25,90.0,40.5
12625,551856,2026-01-24,1722,2756,24,0.85,20.4,8.57
12626,551858,2026-01-24,3640,2507,1,1.45,1.45,0.65
12627,551860,2026-01-24,2039,1236,1,5.95,5.95,2.08
12628,551860,2026-01-24,2039,537,2,0.79,1.58,0.47
12629,551860,2026-01-24,2039,1506,4,1.95,7.8,3.28
12630,551860,2026-01-24,2039,1421,2,2.95,5.9,2.24
12631,551868,2026-01-24,148,3072,8,28.0,224.0,89.6
12632,551870,2026-01-24,3498,2642,1,2.95,2.95,0.97
12633,551870,2026-01-24,3498,1080,2,2.95,5.9,2.06
12634,551870,2026-01-24,3498,1170,1,1.95,1.95,0.64
12635,551872,2026-01-24,428,744,6,3.25,19.5,9.75
12636,551872,2026-01-24,428,11,20,0.85,17.0,5.1
12637,551878,2026-01-25,1799,895,24,4.25,102.0,38.76
12638,551880,2026-01-25,3222,534,2,7.95,15.9,7.16
12639,551881,2026-01-25,935,1420,12,2.95,35.4,13.45
12640,551881,2026-01-25,935,2755,48,0.95,45.6,19.15
12641,551882,2026-01-25,988,509,6,3.75,22.5,7.43
12642,551882,2026-01-25,988,1444,4,3.95,15.8,4.74
12643,551882,2026-01-25,988,19,2,7.95,15.9,5.25
12644,551883,2026-01-25,924,841,8,1.65,13.2,3.96
12645,551884,2026-01-25,2427,2286,24,0.79,18.96,8.53
12646,551884,2026-01-25,2427,179,24,0.79,18.96,5.69
12647,551884,2026-01-25,2427,2263,12,0.83,9.96,3.78
12648,551885,2026-01-25,2799,1658,6,4.25,25.5,8.92
12649,551885,2026-01-25,2799,1691,24,0.42,10.08,4.03
12650,551885,2026-01-25,2799,1913,25,0.42,10.5,4.2
12651,551886,2026-01-25,166,756,6,2.1,12.6,5.67
12652,551886,2026-01-25,166,754,12,2.1,25.2,11.34
12653,551887,2026-01-25,183,1384,10,1.65,16.5,6.27
12654,551889,2026-01-25,3733,1617,12,0.65,7.8,2.57
12655,551889,2026-01-25,3733,871,40,2.55,102.0,30.6
12656,551891,2026-01-25,3259,2334,12,0.85,10.2,4.59
12657,551893,2026-01-25,3416,2901,16,4.25,68.0,28.56
12658,551893,2026-01-25,3416,2562,12,2.1,25.2,9.58
12659,551894,2026-01-25,437,794,24,0.55,13.2,3.96
12660,551896,2026-01-25,890,844,8,3.95,31.6,14.22
12661,551944,2026-01-25,1428,666,2,2.1,4.2,1.26
12662,551944,2026-01-25,1428,1421,1,2.95,2.95,1.12
12663,551944,2026-01-25,1428,1168,1,4.25,4.25,1.62
12664,551950,2026-01-25,1654,526,12,0.42,5.04,2.02
12665,551950,2026-01-25,1654,1110,6,2.95,17.7,6.19
12666,551953,2026-01-25,720,1622,12,0.85,10.2,4.59
12667,551953,2026-01-25,720,520,25,0.42,10.5,4.2
12668,551953,2026-01-25,720,1604,6,2.95,17.7,5.31
12669,551953,2026-01-25,720,1427,25,0.42,10.5,4.2
12670,551953,2026-01-25,720,1394,12,1.65,19.8,4.95
12671,551954,2026-01-25,1400,950,36,1.25,45.0,18.9
12672,551954,2026-01-25,1400,2394,5,7.95,39.75,17.89
12673,551956,2026-01-25,1716,1814,2,4.15,8.3,3.74
12674,551956,2026-01-25,1716,2290,2,1.25,2.5,1.12
12675,551956,2026-01-25,1716,2576,6,1.25,7.5,2.25
12676,551957,2026-01-25,2969,72,6,0.38,2.28,0.68
12677,551958,2026-01-25,996,1401,10,1.25,12.5,5.62
12678,551958,2026-01-25,996,1406,10,1.25,12.5,5.62
12679,551958,2026-01-25,996,1395,12,1.25,15.0,4.95
12680,551958,2026-01-25,996,371,8,0.85,6.8,2.58
12681,551959,2026-01-25,996,1387,6,2.95,17.7,6.73
12682,551960,2026-01-25,3758,567,6,2.95,17.7,7.43
12683,551960,2026-01-25,3758,296,3,4.95,14.85,6.68
12684,551961,2026-01-25,996,1279,6,3.75,22.5,6.75
12685,551961,2026-01-25,996,1239,4,4.95,19.8,7.92
12686,551961,2026-01-25,996,895,3,4.95,14.85,5.64
12687,551961,2026-01-25,996,1462,48,0.85,40.8,12.24
12688,551962,2026-01-25,3587,1747,3,8.25,24.75,7.42
12689,551963,2026-01-25,613,1157,24,0.85,20.4,6.12
12690,551963,2026-01-25,613,664,12,1.25,15.0,4.5
12691,551963,2026-01-25,613,2469,24,0.39,9.36,2.81
12692,551966,2026-01-25,1940,324,5,2.08,10.4,3.95
12693,551966,2026-01-25,1940,758,3,2.1,6.3,2.84
12694,551966,2026-01-25,1940,2885,5,2.1,10.5,3.15
12695,551966,2026-01-25,1940,1342,12,0.29,3.48,1.04
12696,551966,2026-01-25,1940,1674,2,1.25,2.5,0.95
12697,551967,2026-01-25,2653,1050,12,1.65,19.8,8.91
12698,551978,2026-01-25,3322,1162,5,12.75,63.75,19.12
12699,551982,2026-01-25,1718,1678,4,1.65,6.6,1.98
12700,551982,2026-01-25,1718,804,12,0.65,7.8,2.96
12701,551982,2026-01-25,1718,1332,2,14.95,29.9,9.87
12702,551982,2026-01-25,1718,1830,4,1.45,5.8,2.61
12703,551982,2026-01-25,1718,2398,12,0.85,10.2,4.28
12704,551982,2026-01-25,1718,125,3,1.25,3.75,1.88
12705,551982,2026-01-25,1718,90,3,2.1,6.3,1.89
12706,551982,2026-01-25,1718,2388,1,7.95,7.95,3.58
12707,551982,2026-01-25,1718,1758,4,2.49,9.96,3.98
12708,551982,2026-01-25,1718,1663,3,2.1,6.3,1.89
12709,551982,2026-01-25,1718,1470,2,3.75,7.5,2.25
12710,551982,2026-01-25,1718,1414,1,7.95,7.95,3.58
12711,551982,2026-01-25,1718,924,3,1.45,4.35,1.96
12712,551983,2026-01-25,3457,1765,24,1.25,30.0,9.0
12713,551985,2026-01-25,37,1081,12,1.65,19.8,5.94
12714,551985,2026-01-25,37,1434,12,0.42,5.04,1.51
12715,551985,2026-01-25,37,1078,6,2.95,17.7,6.19
12716,551986,2026-01-25,1001,1758,4,2.49,9.96,3.98
12717,551986,2026-01-25,1001,1444,1,3.95,3.95,1.18
12718,551987,2026-01-25,1705,2872,2,1.95,3.9,1.17
12719,551987,2026-01-25,1705,1691,10,0.42,4.2,1.68
12720,551987,2026-01-25,1705,1356,3,1.95,5.85,2.22
12721,551987,2026-01-25,1705,129,6,0.85,5.1,2.55
12722,551988,2026-01-25,171,1393,12,1.65,19.8,5.94
12723,551990,2026-01-25,2205,1334,8,8.5,68.0,22.44
12724,551993,2026-01-25,1516,2975,36,0.38,13.68,4.1
12725,551993,2026-01-25,1516,2589,6,1.25,7.5,2.25
12726,551994,2026-01-25,376,948,6,2.95,17.7,5.31
12727,551994,2026-01-25,376,1420,6,2.95,17.7,6.73
12728,551996,2026-01-25,2755,746,12,1.25,15.0,5.7
12729,551996,2026-01-25,2755,2693,12,0.85,10.2,4.28
12730,551998,2026-01-25,1136,1913,25,0.42,10.5,4.2
12731,551998,2026-01-25,1136,841,3,1.65,4.95,1.48
12732,551998,2026-01-25,1136,729,6,1.25,7.5,2.85
12733,551998,2026-01-25,1136,668,1,5.95,5.95,2.68
12734,552005,2026-01-25,2027,2502,6,2.55,15.3,6.89
12735,552005,2026-01-25,2027,323,12,1.69,20.28,9.13
12736,552005,2026-01-25,2027,2366,8,4.95,39.6,11.88
12737,552005,2026-01-25,2027,332,24,2.1,50.4,22.68
12738,552008,2026-01-25,100,1560,8,14.95,119.6,35.88
12739,552008,2026-01-25,100,1558,8,14.95,119.6,35.88
12740,552010,2026-01-25,1529,1249,2,2.1,4.2,1.39
12741,552011,2026-01-25,983,1166,3,5.95,17.85,6.78
12742,552011,2026-01-25,983,2856,6,2.95,17.7,7.43
12743,552013,2026-01-25,82,378,12,2.95,35.4,15.93
12744,552013,2026-01-25,82,2843,40,2.08,83.2,41.6
12745,552013,2026-01-25,82,1831,12,0.83,9.96,4.48
12746,552013,2026-01-25,82,276,36,0.85,30.6,9.18
12747,552013,2026-01-25,82,1374,12,1.45,17.4,5.22
12748,552013,2026-01-25,82,1179,60,0.42,25.2,7.56
12749,552013,2026-01-25,82,1002,48,1.65,79.2,35.64
12750,552013,2026-01-25,82,131,20,1.65,33.0,12.54
12751,552013,2026-01-25,82,1764,8,4.15,33.2,14.94
12752,552013,2026-01-25,82,133,20,1.65,33.0,12.54
12753,552013,2026-01-25,82,2606,12,1.25,15.0,4.5
12754,552023,2026-01-25,3383,523,25,0.42,10.5,4.2
12755,552023,2026-01-25,3383,797,24,0.29,6.96,2.09
12756,552023,2026-01-25,3383,1166,6,5.95,35.7,13.57
12757,552025,2026-01-25,1048,774,7,2.08,14.56,5.1
12758,552025,2026-01-25,1048,748,2,2.1,4.2,1.26
12759,552025,2026-01-25,1048,1885,10,0.85,8.5,4.25
12760,552033,2026-01-25,1570,631,24,0.42,10.08,5.04
12761,552034,2026-01-25,3350,776,10,1.65,16.5,8.25
12762,552036,2026-01-25,302,1217,24,1.25,30.0,11.4
12763,552036,2026-01-25,302,1164,3,4.95,14.85,4.46
12764,552037,2026-01-25,721,967,24,1.65,39.6,17.82
12765,552039,2026-01-26,502,2242,24,0.42,10.08,3.53
12766,552039,2026-01-26,502,212,20,1.25,25.0,6.25
12767,552039,2026-01-26,502,36,25,0.42,10.5,4.2
12768,552039,2026-01-26,502,799,24,0.29,6.96,2.09
12769,552039,2026-01-26,502,666,6,2.1,12.6,3.78
12770,552039,2026-01-26,502,358,3,9.95,29.85,8.96
12771,552039,2026-01-26,502,11,20,0.85,17.0,5.1
12772,552039,2026-01-26,502,108,3,5.95,17.85,5.89
12773,552039,2026-01-26,502,2469,24,0.39,9.36,2.81
12774,552039,2026-01-26,502,664,12,1.25,15.0,4.5
12775,552039,2026-01-26,502,1281,12,1.65,19.8,5.94
12776,552039,2026-01-26,502,841,8,1.65,13.2,3.96
12777,552039,2026-01-26,502,1171,48,1.65,79.2,26.14
12778,552039,2026-01-26,502,798,24,0.29,6.96,2.09
12779,552039,2026-01-26,502,815,12,0.42,5.04,2.02
12780,552039,2026-01-26,502,22,8,3.75,30.0,15.0
12781,552039,2026-01-26,502,1384,20,1.65,33.0,12.54
12782,552039,2026-01-26,502,2367,8,4.95,39.6,15.05
12783,552040,2026-01-26,118,1162,6,12.75,76.5,22.95
12784,552040,2026-01-26,118,1115,2,7.95,15.9,7.16
12785,552040,2026-01-26,118,533,10,6.75,67.5,30.38
12786,552042,2026-01-26,1041,2251,24,2.95,70.8,21.24
12787,552042,2026-01-26,1041,2536,48,0.29,13.92,4.18
12788,552042,2026-01-26,1041,2305,6,2.95,17.7,6.73
12789,552042,2026-01-26,1041,342,12,1.65,19.8,8.91
12790,552042,2026-01-26,1041,359,6,3.75,22.5,6.75
12791,552042,2026-01-26,1041,1371,12,1.45,17.4,5.22
12792,552042,2026-01-26,1041,856,8,3.75,30.0,11.4
12793,552042,2026-01-26,1041,538,12,2.55,30.6,11.63
12794,552042,2026-01-26,1041,543,6,4.95,29.7,11.29
12795,552044,2026-01-26,3254,298,24,1.25,30.0,12.6
12796,552044,2026-01-26,3254,1637,12,1.95,23.4,8.89
12797,552045,2026-01-26,3759,2843,10,2.08,20.8,10.4
12798,552045,2026-01-26,3759,761,4,3.75,15.0,6.0
12799,552046,2026-01-26,1862,2366,4,4.95,19.8,5.94
12800,552046,2026-01-26,1862,1039,2,7.95,15.9,4.77
12801,552051,2026-01-26,1582,2616,24,0.42,10.08,3.83
12802,552051,2026-01-26,1582,354,2,0.55,1.1,0.33
12803,552051,2026-01-26,1582,1841,2,2.08,4.16,1.87
12804,552051,2026-01-26,1582,726,1,1.25,1.25,0.48
12805,552051,2026-01-26,1582,2295,4,0.79,3.16,1.2
12806,552053,2026-01-26,2458,912,12,0.85,10.2,3.88
12807,552053,2026-01-26,2458,1322,12,0.85,10.2,4.59
12808,552054,2026-01-26,1750,1658,6,4.25,25.5,8.92
12809,552054,2026-01-26,1750,2843,10,2.08,20.8,10.4
12810,552057,2026-01-26,3304,1911,25,0.42,10.5,4.2
12811,552057,2026-01-26,3304,2742,24,1.25,30.0,12.6
12812,552057,2026-01-26,3304,668,3,5.95,17.85,8.03
12813,552058,2026-01-26,1851,964,2,8.5,17.0,7.65
12814,552058,2026-01-26,1851,1863,2,8.25,16.5,6.27
12815,552059,2026-01-26,3287,464,24,0.12,2.88,0.86
12816,552061,2026-01-26,454,2514,12,2.1,25.2,6.3
12817,552061,2026-01-26,454,2379,8,1.95,15.6,7.8
12818,552061,2026-01-26,454,1150,10,2.08,20.8,8.32
12819,552061,2026-01-26,454,950,96,1.06,101.76,42.74
12820,552061,2026-01-26,454,1131,10,2.08,20.8,10.4
12821,552061,2026-01-26,454,722,6,2.1,12.6,3.78
12822,552061,2026-01-26,454,329,12,2.08,24.96,11.23
12823,552061,2026-01-26,454,1128,10,1.65,16.5,6.27
12824,552061,2026-01-26,454,918,3,4.95,14.85,5.64
12825,552062,2026-01-26,524,183,6,2.1,12.6,5.67
12826,552064,2026-01-26,2283,541,1,2.55,2.55,0.97
12827,552064,2026-01-26,2283,1658,1,4.25,4.25,1.49
12828,552064,2026-01-26,2283,1491,2,1.25,2.5,0.88
12829,552078,2026-01-26,2832,774,10,2.08,20.8,7.28
12830,552080,2026-01-26,2562,2489,24,4.95,118.8,49.9
12831,552080,2026-01-26,2562,1204,24,5.95,142.8,59.98
12832,552108,2026-01-26,3514,1406,1,1.25,1.25,0.56
12833,552108,2026-01-26,3514,826,25,0.42,10.5,4.2
12834,552127,2026-01-26,3100,1126,5,2.1,10.5,3.15
12835,552134,2026-01-26,1671,2856,32,2.55,81.6,34.27
12836,552139,2026-01-26,1492,639,4,2.1,8.4,3.53
12837,552139,2026-01-26,1492,2713,8,1.69,13.52,6.08
12838,552149,2026-01-26,678,1356,12,1.95,23.4,8.89
12839,552149,2026-01-26,678,1704,2,16.95,33.9,10.17
12840,552149,2026-01-26,678,133,10,1.65,16.5,6.27
12841,552149,2026-01-26,678,1339,12,0.85,10.2,3.06
12842,552149,2026-01-26,678,1473,4,8.5,34.0,11.9
12843,552166,2026-01-26,736,2756,12,0.85,10.2,4.28
12844,552166,2026-01-26,736,2694,12,1.25,15.0,6.75
12845,552169,2026-01-26,3493,2384,6,2.1,12.6,6.3
12846,552169,2026-01-26,3493,927,4,1.95,7.8,2.34
12847,552170,2026-01-26,2654,1128,10,1.65,16.5,6.27
12848,552176,2026-01-26,3314,1162,1,12.75,12.75,3.82
12849,552176,2026-01-26,3314,354,1,0.55,0.55,0.16
12850,552176,2026-01-26,3314,763,3,1.25,3.75,1.31
12851,552180,2026-01-26,3755,130,10,1.65,16.5,6.27
12852,552180,2026-01-26,3755,1078,6,2.95,17.7,6.19
12853,552180,2026-01-26,3755,767,24,0.42,10.08,3.02
12854,552180,2026-01-26,3755,1195,6,2.95,17.7,7.96
12855,552181,2026-01-26,3227,1156,120,0.42,50.4,15.12
12856,552181,2026-01-26,3227,1469,40,2.1,84.0,31.92
12857,552181,2026-01-26,3227,918,96,4.25,408.0,155.04
12858,552182,2026-01-26,1188,2639,8,5.95,47.6,16.66
12859,552183,2026-01-26,3370,2516,2,2.1,4.2,1.89
12860,552183,2026-01-26,3370,2431,1,2.1,2.1,0.88
12861,552183,2026-01-26,3370,330,2,2.55,5.1,2.3
12862,552183,2026-01-26,3370,1840,1,2.08,2.08,0.94
12863,552183,2026-01-26,3370,1748,2,6.25,12.5,5.25
12864,552183,2026-01-26,3370,595,12,1.25,15.0,5.25
12865,552185,2026-01-26,404,370,16,0.85,13.6,5.17
12866,552185,2026-01-26,404,374,16,1.69,27.04,10.28
12867,552188,2026-01-26,36,1934,4,4.15,16.6,6.31
12868,552188,2026-01-26,36,1285,12,1.65,19.8,7.92
12869,552191,2026-01-26,2892,2377,3,5.45,16.35,4.9
12870,552192,2026-01-26,1881,2502,6,2.55,15.3,6.89
12871,552193,2026-01-26,1786,798,24,0.29,6.96,2.09
12872,552196,2026-01-26,3661,552,5,1.25,6.25,1.88
12873,552197,2026-01-26,909,1226,72,0.65,46.8,18.72
12874,552198,2026-01-26,2069,2422,6,0.85,5.1,2.14
12875,552198,2026-01-26,2069,1528,1,1.95,1.95,0.68
12876,552202,2026-01-26,51,328,12,1.45,17.4,7.83
12877,552231,2026-01-26,3214,1468,3,2.1,6.3,1.58
12878,552231,2026-01-26,3214,2384,11,2.1,23.1,11.55
12879,552231,2026-01-26,3214,508,1,3.75,3.75,1.12
12880,552231,2026-01-26,3214,1766,20,1.25,25.0,7.5
12881,552231,2026-01-26,3214,1421,3,2.95,8.85,3.36
12882,552231,2026-01-26,3214,1225,12,0.85,10.2,4.08
12883,552231,2026-01-26,3214,139,3,2.1,6.3,3.15
12884,552239,2026-01-26,1112,1414,1,7.95,7.95,3.58
12885,552239,2026-01-26,1112,1451,3,3.75,11.25,5.06
12886,552239,2026-01-26,1112,1116,1,1.95,1.95,0.98
12887,552239,2026-01-26,1112,1953,1,7.95,7.95,3.58
12888,552239,2026-01-26,1112,1952,1,7.95,7.95,3.18
12889,552239,2026-01-26,1112,1341,6,0.29,1.74,0.52
12890,552239,2026-01-26,1112,1142,2,1.25,2.5,1.0
12891,552239,2026-01-26,1112,1875,4,2.25,9.0,3.15
12892,552239,2026-01-26,1112,1693,24,0.42,10.08,4.03
12893,552242,2026-01-26,302,1703,1,16.95,16.95,6.78
12894,552242,2026-01-26,302,1141,1,1.25,1.25,0.56
12895,552242,2026-01-26,302,1539,2,7.95,15.9,5.25
12896,552243,2026-01-26,302,2239,1,5.45,5.45,1.64
12897,552243,2026-01-26,302,549,1,2.55,2.55,0.97
12898,552246,2026-01-26,302,2568,1,2.95,2.95,0.88
12899,552246,2026-01-26,302,2382,1,1.95,1.95,0.98
12900,552248,2026-01-26,302,879,1,1.25,1.25,0.44
12901,552249,2026-01-26,302,1150,2,2.08,4.16,1.66
12902,552249,2026-01-26,302,2843,1,2.08,2.08,1.04
12903,552253,2026-01-28,1198,1885,10,0.85,8.5,4.25
12904,552254,2026-01-28,2465,329,12,2.08,24.96,11.23
12905,552255,2026-01-28,1074,796,24,0.55,13.2,3.96
12906,552256,2026-01-28,2750,653,3,4.95,14.85,6.24
12907,552256,2026-01-28,2750,2694,12,1.25,15.0,6.75
12908,552257,2026-01-28,2950,1890,10,1.65,16.5,6.27
12909,552257,2026-01-28,2950,1421,3,2.95,8.85,3.36
12910,552257,2026-01-28,2950,969,5,0.85,4.25,1.27
12911,552257,2026-01-28,2950,1836,2,2.08,4.16,1.46
12912,552257,2026-01-28,2950,1128,10,1.65,16.5,6.27
12913,552257,2026-01-28,2950,1166,2,5.95,11.9,4.52
12914,552259,2026-01-28,2226,1421,6,2.95,17.7,6.73
12915,552260,2026-01-28,3000,768,6,7.95,47.7,14.31
12916,552261,2026-01-28,2876,1886,10,0.85,8.5,3.4
12917,552261,2026-01-28,2876,1766,20,1.25,25.0,7.5
12918,552262,2026-01-28,1654,2718,4,3.75,15.0,7.5
12919,552262,2026-01-28,1654,1689,12,1.95,23.4,9.36
12920,552262,2026-01-28,1654,1536,12,0.65,7.8,3.12
12921,552263,2026-01-28,2074,1888,10,1.65,16.5,6.27
12922,552265,2026-01-28,1175,333,6,1.65,9.9,2.97
12923,552265,2026-01-28,1175,1467,1,2.1,2.1,0.63
12924,552265,2026-01-28,1175,2856,6,2.95,17.7,7.43
12925,552265,2026-01-28,1175,1471,1,3.75,3.75,1.12
12926,552265,2026-01-28,1175,1887,2,1.65,3.3,1.25
12927,552265,2026-01-28,1175,1283,2,1.65,3.3,0.99
12928,552266,2026-01-28,1052,961,4,3.95,15.8,6.32
12929,552266,2026-01-28,1052,1444,4,3.95,15.8,4.74
12930,552266,2026-01-28,1052,1968,6,3.75,22.5,6.75
12931,552267,2026-01-28,1730,1748,1,6.25,6.25,2.62
12932,552268,2026-01-28,1525,2843,20,2.08,41.6,20.8
12933,552268,2026-01-28,1525,796,24,0.55,13.2,3.96
12934,552268,2026-01-28,1525,1131,20,2.08,41.6,20.8
12935,552269,2026-01-28,2435,1365,6,2.55,15.3,7.65
12936,552269,2026-01-28,2435,1836,1,2.08,2.08,0.73
12937,552269,2026-01-28,2435,1620,1,0.65,0.65,0.21
12938,552269,2026-01-28,2435,1113,2,2.95,5.9,2.06
12939,552269,2026-01-28,2435,1615,1,0.65,0.65,0.21
12940,552269,2026-01-28,2435,1733,1,5.75,5.75,2.42
12941,552270,2026-01-28,2954,1489,2,1.25,2.5,0.88
12942,552271,2026-01-28,495,2366,2,4.95,9.9,2.97
12943,552271,2026-01-28,495,986,1,0.85,0.85,0.38
12944,552272,2026-01-28,879,367,72,1.06,76.32,26.71
12945,552272,2026-01-28,879,2663,144,0.55,79.2,33.26
12946,552273,2026-01-28,465,130,10,1.65,16.5,6.27
12947,552273,2026-01-28,465,1236,4,5.95,23.8,8.33
12948,552273,2026-01-28,465,1448,4,3.75,15.0,6.75
12949,552273,2026-01-28,465,1297,4,3.75,15.0,6.75
12950,552273,2026-01-28,465,1226,36,0.65,23.4,9.36
12951,552273,2026-01-28,465,1169,4,4.95,19.8,6.53
12952,552276,2026-01-28,3699,631,72,0.42,30.24,15.12
12953,552277,2026-01-28,849,1557,1,16.95,16.95,5.08
12954,552277,2026-01-28,849,639,4,2.1,8.4,3.53
12955,552277,2026-01-28,849,1594,1,9.95,9.95,2.98
12956,552277,2026-01-28,849,1167,1,6.95,6.95,2.08
12957,552277,2026-01-28,849,1603,1,2.95,2.95,0.88
12958,552277,2026-01-28,849,640,6,1.25,7.5,3.15
12959,552277,2026-01-28,849,1179,1,0.42,0.42,0.13
12960,552277,2026-01-28,849,202,3,1.95,5.85,2.05
12961,552277,2026-01-28,849,2618,3,0.42,1.26,0.48
12962,552277,2026-01-28,849,251,1,3.25,3.25,1.24
12963,552278,2026-01-28,1747,2514,2,2.1,4.2,1.05
12964,552278,2026-01-28,1747,1612,1,4.95,4.95,1.48
12965,552278,2026-01-28,1747,2566,1,4.15,4.15,1.58
12966,552278,2026-01-28,1747,1690,1,1.25,1.25,0.38
12967,552279,2026-01-28,1789,1884,10,2.08,20.8,8.32
12968,552280,2026-01-28,796,639,1,2.1,2.1,0.88
12969,552281,2026-01-28,2167,2713,24,1.69,40.56,18.25
12970,552281,2026-01-28,2167,802,24,0.29,6.96,3.13
12971,552281,2026-01-28,2167,2378,2,5.45,10.9,3.27
12972,552281,2026-01-28,2167,2511,18,0.55,9.9,2.48
12973,552282,2026-01-28,1098,1953,6,7.95,47.7,21.47
12974,552282,2026-01-28,1098,1296,1,3.75,3.75,1.69
12975,552284,2026-01-28,3705,2713,80,1.69,135.2,60.84
12976,552285,2026-01-28,1508,10,12,0.83,9.96,2.99
12977,552285,2026-01-28,1508,1565,2,1.25,2.5,1.12
12978,552285,2026-01-28,1508,1828,2,0.95,1.9,0.8
12979,552285,2026-01-28,1508,132,2,1.65,3.3,1.25
12980,552285,2026-01-28,1508,72,1,0.38,0.38,0.11
12981,552285,2026-01-28,1508,1475,1,0.85,0.85,0.34
12982,552285,2026-01-28,1508,1292,1,1.25,1.25,0.5
12983,552285,2026-01-28,1508,682,1,0.85,0.85,0.26
12984,552285,2026-01-28,1508,212,1,1.25,1.25,0.31
12985,552285,2026-01-28,1508,1933,1,4.15,4.15,1.58
12986,552285,2026-01-28,1508,1494,1,9.95,9.95,4.48
12987,552285,2026-01-28,1508,684,1,1.25,1.25,0.38
12988,552285,2026-01-28,1508,1812,1,4.95,4.95,1.48
12989,552285,2026-01-28,1508,229,1,0.85,0.85,0.34
12990,552285,2026-01-28,1508,1650,1,0.55,0.55,0.16
12991,552286,2026-01-28,2615,250,2,0.95,1.9,0.57
12992,552287,2026-01-28,3438,521,25,0.42,10.5,4.2
12993,552288,2026-01-28,643,1883,10,2.08,20.8,8.32
12994,552288,2026-01-28,643,2663,32,0.65,20.8,8.74
12995,552290,2026-01-28,2358,1385,1,2.08,2.08,0.62
12996,552290,2026-01-28,2358,1885,2,0.85,1.7,0.85
12997,552290,2026-01-28,2358,752,7,0.65,4.55,2.05
12998,552290,2026-01-28,2358,2502,3,2.55,7.65,3.44
12999,552290,2026-01-28,2358,1449,1,3.75,3.75,1.69
13000,552291,2026-01-28,1979,2843,10,2.08,20.8,10.4
13001,552293,2026-01-28,2512,2713,8,1.69,13.52,6.08
13002,552293,2026-01-28,2512,324,6,2.08,12.48,4.74
13003,552294,2026-01-28,2512,2756,24,0.85,20.4,8.57
13004,552294,2026-01-28,2512,2694,36,1.25,45.0,20.25
13005,552295,2026-01-28,1215,3037,1,2.95,2.95,0.88
13006,552295,2026-01-28,1215,299,1,1.25,1.25,0.52
13007,552295,2026-01-28,1215,540,1,4.95,4.95,1.88
13008,552295,2026-01-28,1215,717,6,2.95,17.7,6.73
13009,552296,2026-01-28,2046,1156,8,0.55,4.4,1.32
13010,552296,2026-01-28,2046,276,4,0.85,3.4,1.02
13011,552296,2026-01-28,2046,354,24,0.55,13.2,3.96
13012,552296,2026-01-28,2046,206,10,2.95,29.5,11.21
13013,552297,2026-01-28,1770,422,3,12.75,38.25,12.62
13014,552297,2026-01-28,1770,534,2,7.95,15.9,7.16
13015,552298,2026-01-28,1395,1054,6,2.55,15.3,5.81
13016,552298,2026-01-28,1395,2830,2,12.75,25.5,11.48
13017,552298,2026-01-28,1395,2714,2,7.5,15.0,4.5
13018,552302,2026-01-28,1459,2863,1,1.25,1.25,0.56
13019,552302,2026-01-28,1459,1124,2,2.1,4.2,2.1
13020,552302,2026-01-28,1459,1223,12,1.65,19.8,5.94
