id,customer_code,customer_name,segment,value_tier,country
995,C13882,客户_13882,批发型,中价值,United Kingdom
996,C13883,客户_13883,批发型,高价值,United Kingdom
997,C13884,客户_13884,零售型,中价值,United Kingdom
998,C13885,客户_13885,批发型,中价值,United Kingdom
999,C13886,客户_13886,零售型,低价值,United Kingdom
1000,C13887,客户_13887,批发型,低价值,United Kingdom
1001,C13888,客户_13888,零售型,低价值,United Kingdom
1002,C13889,客户_13889,零售型,低价值,United Kingdom
1003,C13890,客户_13890,零售型,高价值,United Kingdom
1004,C13892,客户_13892,批发型,低价值,United Kingdom
1005,C13893,客户_13893,批发型,中价值,United Kingdom
1006,C13894,客户_13894,批发型,低价值,United Kingdom
1007,C13895,客户_13895,批发型,高价值,United Kingdom
1008,C13897,客户_13897,批发型,低价值,United Kingdom
1009,C13898,客户_13898,批发型,低价值,United Kingdom
1010,C13899,客户_13899,批发型,低价值,United Kingdom
1011,C13900,客户_13900,批发型,中价值,United Kingdom
1012,C13901,客户_13901,批发型,高价值,United Kingdom
1013,C13904,客户_13904,批发型,低价值,United Kingdom
1014,C13908,客户_13908,批发型,高价值,United Kingdom
1015,C13911,客户_13911,批发型,高价值,United Kingdom
1016,C13914,客户_13914,批发型,中价值,United Kingdom
1017,C13918,客户_13918,批发型,高价值,United Kingdom
1018,C13919,客户_13919,批发型,低价值,United Kingdom
1019,C13922,客户_13922,批发型,低价值,United Kingdom
1020,C13923,客户_13923,零售型,低价值,United Kingdom
1021,C13924,客户_13924,批发型,中价值,United Kingdom
1022,C13925,客户_13925,零售型,低价值,United Kingdom
1023,C13927,客户_13927,批发型,中价值,United Kingdom
1024,C13928,客户_13928,零售型,中价值,United Kingdom
1025,C13929,客户_13929,批发型,中价值,United Kingdom
1026,C13930,客户_13930,批发型,低价值,United Kingdom
1027,C13931,客户_13931,批发型,中价值,United Kingdom
1028,C13932,客户_13932,零售型,低价值,United Kingdom
1029,C13933,客户_13933,零售型,低价值,United Kingdom
1030,C13934,客户_13934,批发型,中价值,United Kingdom
1031,C13936,客户_13936,批发型,低价值,United Kingdom
1032,C13938,客户_13938,批发型,低价值,United Kingdom
1033,C13939,客户_13939,批发型,低价值,United Kingdom
1034,C13940,客户_13940,批发型,中价值,United Kingdom
1035,C13941,客户_13941,批发型,高价值,United Kingdom
1036,C13947,客户_13947,批发型,低价值,United Kingdom
1037,C13948,客户_13948,批发型,中价值,United Kingdom
1038,C13949,客户_13949,批发型,高价值,United Kingdom
1039,C13950,客户_13950,批发型,低价值,United Kingdom
1040,C13951,客户_13951,批发型,中价值,United Kingdom
1041,C13952,客户_13952,批发型,高价值,United Kingdom
1042,C13953,客户_13953,批发型,中价值,United Kingdom
1043,C13954,客户_13954,批发型,低价值,United Kingdom
1044,C13955,客户_13955,零售型,低价值,United Kingdom
1045,C13956,客户_13956,零售型,中价值,United Kingdom
1046,C13959,客户_13959,零售型,中价值,United Kingdom
1047,C13963,客户_13963,批发型,中价值,United Kingdom
1048,C13969,客户_13969,零售型,高价值,United Kingdom
1049,C13971,客户_13971,批发型,高价值,United Kingdom
1050,C13972,客户_13972,批发型,低价值,United Kingdom
1051,C13974,客户_13974,批发型,低价值,United Kingdom
1052,C13975,客户_13975,零售型,高价值,United Kingdom
1053,C13976,客户_13976,批发型,中价值,United Kingdom
1054,C13978,客户_13978,批发型,低价值,United Kingdom
1055,C13979,客户_13979,批发型,高价值,United Kingdom
1056,C13980,客户_13980,零售型,中价值,United Kingdom
1057,C13982,客户_13982,批发型,中价值,United Kingdom
1058,C13983,客户_13983,批发型,高价值,United Kingdom
1059,C13984,客户_13984,批发型,低价值,United Kingdom
1060,C13985,客户_13985,批发型,高价值,United Kingdom
1061,C13986,客户_13986,批发型,中价值,United Kingdom
1062,C13988,客户_13988,批发型,高价值,United Kingdom
1063,C13989,客户_13989,批发型,中价值,United Kingdom
1064,C13990,客户_13990,零售型,低价值,United Kingdom
1065,C13991,客户_13991,批发型,中价值,United Kingdom
1066,C13993,客户_13993,批发型,高价值,United Kingdom
1067,C13994,客户_13994,零售型,中价值,United Kingdom
1068,C13995,客户_13995,批发型,中价值,United Kingdom
1069,C13999,客户_13999,批发型,高价值,United Kingdom
1070,C14000,客户_14000,批发型,中价值,United Kingdom
1071,C14001,客户_14001,批发型,高价值,United Kingdom
1072,C14002,客户_14002,批发型,低价值,United Kingdom
1073,C14004,客户_14004,批发型,高价值,United Kingdom
1074,C14005,客户_14005,批发型,中价值,United Kingdom
1075,C14006,客户_14006,批发型,中价值,United Kingdom
1076,C14009,客户_14009,批发型,中价值,United Kingdom
1077,C14012,客户_14012,批发型,低价值,United Kingdom
1078,C14013,客户_14013,批发型,低价值,United Kingdom
1079,C14014,客户_14014,批发型,低价值,United Kingdom
1080,C14015,客户_14015,批发型,高价值,United Kingdom
1081,C14016,客户_14016,批发型,高价值,United Kingdom
1082,C14019,客户_14019,批发型,高价值,United Kingdom
1083,C14020,客户_14020,批发型,中价值,United Kingdom
1084,C14021,客户_14021,零售型,中价值,United Kingdom
1085,C14022,客户_14022,批发型,低价值,United Kingdom
1086,C14023,客户_14023,批发型,中价值,United Kingdom
1087,C14024,客户_14024,零售型,低价值,United Kingdom
1088,C14027,客户_14027,批发型,低价值,United Kingdom
1089,C14029,客户_14029,零售型,高价值,United Kingdom
1090,C14030,客户_14030,零售型,高价值,United Kingdom
1091,C14031,客户_14031,批发型,高价值,United Kingdom
1092,C14032,客户_14032,批发型,高价值,United Kingdom
1093,C14034,客户_14034,零售型,低价值,United Kingdom
1094,C14035,客户_14035,批发型,中价值,United Kingdom
1095,C14036,客户_14036,零售型,低价值,United Kingdom
1096,C14037,客户_14037,零售型,低价值,United Kingdom
1097,C14038,客户_14038,批发型,中价值,United Kingdom
1098,C14040,客户_14040,零售型,高价值,United Kingdom
1099,C14041,客户_14041,批发型,低价值,United Kingdom
1100,C14044,客户_14044,零售型,中价值,United Kingdom
1101,C14045,客户_14045,批发型,高价值,United Kingdom
1102,C14046,客户_14046,批发型,低价值,United Kingdom
1103,C14047,客户_14047,批发型,低价值,United Kingdom
1104,C14048,客户_14048,零售型,低价值,United Kingdom
1105,C14049,客户_14049,批发型,高价值,United Kingdom
1106,C14050,客户_14050,零售型,中价值,United Kingdom
1107,C14051,客户_14051,批发型,高价值,United Kingdom
1108,C14052,客户_14052,零售型,低价值,United Kingdom
1109,C14053,客户_14053,批发型,中价值,United Kingdom
1110,C14054,客户_14054,批发型,低价值,United Kingdom
1111,C14055,客户_14055,批发型,高价值,United Kingdom
1112,C14056,客户_14056,零售型,高价值,United Kingdom
1113,C14057,客户_14057,批发型,高价值,United Kingdom
1114,C14060,客户_14060,批发型,高价值,United Kingdom
1115,C14062,客户_14062,批发型,高价值,United Kingdom
1116,C14064,客户_14064,批发型,高价值,United Kingdom
1117,C14067,客户_14067,零售型,低价值,United Kingdom
1118,C14068,客户_14068,零售型,低价值,United Kingdom
1119,C14071,客户_14071,零售型,高价值,United Kingdom
1120,C14075,客户_14075,批发型,中价值,United Kingdom
1121,C14076,客户_14076,零售型,低价值,United Kingdom
1122,C14077,客户_14077,零售型,低价值,United Kingdom
1123,C14078,客户_14078,零售型,低价值,United Kingdom
1124,C14079,客户_14079,批发型,低价值,United Kingdom
1125,C14081,客户_14081,零售型,中价值,United Kingdom
1126,C14082,客户_14082,零售型,低价值,United Kingdom
1127,C14083,客户_14083,零售型,中价值,United Kingdom
1128,C14085,客户_14085,零售型,高价值,United Kingdom
1129,C14087,客户_14087,零售型,低价值,United Kingdom
1130,C14088,客户_14088,批发型,高价值,United Kingdom
1131,C14089,客户_14089,零售型,低价值,United Kingdom
1132,C14092,客户_14092,批发型,高价值,United Kingdom
1133,C14093,客户_14093,零售型,中价值,United Kingdom
1134,C14096,客户_14096,零售型,高价值,United Kingdom
1135,C14098,客户_14098,零售型,低价值,United Kingdom
1136,C14099,客户_14099,批发型,高价值,United Kingdom
1137,C14100,客户_14100,零售型,低价值,United Kingdom
1138,C14101,客户_14101,批发型,高价值,United Kingdom
1139,C14102,客户_14102,批发型,中价值,United Kingdom
1140,C14104,客户_14104,零售型,低价值,United Kingdom
1141,C14105,客户_14105,批发型,中价值,United Kingdom
1142,C14107,客户_14107,批发型,高价值,United Kingdom
1143,C14108,客户_14108,批发型,中价值,United Kingdom
1144,C14110,客户_14110,批发型,高价值,United Kingdom
1145,C14111,客户_14111,批发型,高价值,United Kingdom
1146,C14112,客户_14112,批发型,高价值,United Kingdom
1147,C14113,客户_14113,批发型,高价值,United Kingdom
1148,C14114,客户_14114,批发型,高价值,United Kingdom
1149,C14116,客户_14116,批发型,高价值,United Kingdom
1150,C14117,客户_14117,批发型,低价值,United Kingdom
1151,C14121,客户_14121,批发型,高价值,United Kingdom
1152,C14125,客户_14125,批发型,高价值,United Kingdom
1153,C14126,客户_14126,批发型,低价值,United Kingdom
1154,C14127,客户_14127,批发型,高价值,United Kingdom
1155,C14128,客户_14128,批发型,中价值,United Kingdom
1156,C14129,客户_14129,批发型,中价值,United Kingdom
1157,C14130,客户_14130,零售型,中价值,United Kingdom
1158,C14132,客户_14132,批发型,高价值,United Kingdom
1159,C14135,客户_14135,批发型,高价值,United Kingdom
1160,C14139,客户_14139,批发型,中价值,United Kingdom
1161,C14140,客户_14140,批发型,中价值,United Kingdom
1162,C14141,客户_14141,批发型,中价值,United Kingdom
1163,C14143,客户_14143,零售型,低价值,United Kingdom
1164,C14145,客户_14145,批发型,高价值,United Kingdom
1165,C14146,客户_14146,批发型,高价值,United Kingdom
1166,C14147,客户_14147,批发型,高价值,United Kingdom
1167,C14149,客户_14149,批发型,中价值,United Kingdom
1168,C14150,客户_14150,批发型,低价值,United Kingdom
1169,C14152,客户_14152,批发型,中价值,United Kingdom
1170,C14154,客户_14154,批发型,中价值,United Kingdom
1171,C14156,客户_14156,批发型,高价值,United Kingdom
1172,C14157,客户_14157,零售型,低价值,United Kingdom
1173,C14158,客户_14158,批发型,中价值,United Kingdom
1174,C14159,客户_14159,零售型,高价值,United Kingdom
1175,C14161,客户_14161,零售型,中价值,United Kingdom
1176,C14162,客户_14162,零售型,低价值,United Kingdom
1177,C14163,客户_14163,批发型,中价值,United Kingdom
1178,C14165,客户_14165,零售型,低价值,United Kingdom
1179,C14167,客户_14167,零售型,中价值,United Kingdom
1180,C14171,客户_14171,零售型,低价值,United Kingdom
1181,C14173,客户_14173,零售型,低价值,United Kingdom
1182,C14174,客户_14174,零售型,低价值,United Kingdom
1183,C14175,客户_14175,批发型,高价值,United Kingdom
1184,C14176,客户_14176,批发型,低价值,United Kingdom
1185,C14177,客户_14177,零售型,低价值,United Kingdom
1186,C14178,客户_14178,零售型,高价值,United Kingdom
1187,C14179,客户_14179,零售型,中价值,United Kingdom
1188,C14180,客户_14180,零售型,高价值,United Kingdom
1189,C14184,客户_14184,零售型,中价值,United Kingdom
1190,C14185,客户_14185,零售型,高价值,United Kingdom
1191,C14188,客户_14188,批发型,高价值,United Kingdom
1192,C14189,客户_14189,批发型,高价值,United Kingdom
1193,C14191,客户_14191,批发型,高价值,United Kingdom
1194,C14193,客户_14193,批发型,高价值,United Kingdom
1195,C14194,客户_14194,批发型,高价值,United Kingdom
1196,C14195,客户_14195,批发型,中价值,United Kingdom
1197,C14198,客户_14198,批发型,中价值,United Kingdom
1198,C14201,客户_14201,批发型,中价值,United Kingdom
1199,C14204,客户_14204,零售型,低价值,United Kingdom
1200,C14205,客户_14205,批发型,低价值,United Kingdom
1201,C14206,客户_14206,批发型,低价值,United Kingdom
1202,C14208,客户_14208,零售型,低价值,United Kingdom
1203,C14209,客户_14209,零售型,高价值,United Kingdom
1204,C14210,客户_14210,批发型,高价值,United Kingdom
1205,C14211,客户_14211,批发型,高价值,United Kingdom
1206,C14214,客户_14214,批发型,低价值,United Kingdom
1207,C14215,客户_14215,批发型,高价值,United Kingdom
1208,C14216,客户_14216,批发型,中价值,United Kingdom
1209,C14217,客户_14217,零售型,高价值,United Kingdom
1210,C14218,客户_14218,批发型,中价值,United Kingdom
1211,C14220,客户_14220,零售型,低价值,United Kingdom
1212,C14221,客户_14221,批发型,高价值,United Kingdom
1213,C14222,客户_14222,批发型,低价值,United Kingdom
1214,C14223,客户_14223,批发型,中价值,United Kingdom
1215,C14224,客户_14224,零售型,低价值,United Kingdom
1216,C14226,客户_14226,批发型,高价值,United Kingdom
1217,C14227,客户_14227,批发型,高价值,United Kingdom
1218,C14229,客户_14229,批发型,高价值,United Kingdom
1219,C14231,客户_14231,批发型,低价值,United Kingdom
1220,C14232,客户_14232,批发型,高价值,United Kingdom
1221,C14233,客户_14233,批发型,中价值,United Kingdom
1222,C14234,客户_14234,零售型,中价值,United Kingdom
1223,C14235,客户_14235,批发型,高价值,United Kingdom
1224,C14236,客户_14236,批发型,低价值,United Kingdom
1225,C14238,客户_14238,批发型,中价值,United Kingdom
1226,C14239,客户_14239,批发型,高价值,United Kingdom
1227,C14240,客户_14240,批发型,中价值,United Kingdom
1228,C14242,客户_14242,批发型,中价值,United Kingdom
1229,C14243,客户_14243,零售型,高价值,United Kingdom
1230,C14245,客户_14245,批发型,高价值,United Kingdom
1231,C14246,客户_14246,批发型,高价值,United Kingdom
1232,C14247,客户_14247,批发型,中价值,United Kingdom
1233,C14250,客户_14250,批发型,高价值,United Kingdom
1234,C14251,客户_14251,批发型,高价值,United Kingdom
1235,C14256,客户_14256,批发型,中价值,United Kingdom
1236,C14257,客户_14257,批发型,高价值,United Kingdom
1237,C14258,客户_14258,批发型,高价值,United Kingdom
1238,C14259,客户_14259,批发型,低价值,United Kingdom
1239,C14261,客户_14261,批发型,高价值,United Kingdom
1240,C14262,客户_14262,批发型,高价值,United Kingdom
1241,C14264,客户_14264,零售型,低价值,United Kingdom
1242,C14265,客户_14265,零售型,高价值,United Kingdom
1243,C14267,客户_14267,批发型,高价值,United Kingdom
1244,C14270,客户_14270,批发型,低价值,United Kingdom
1245,C14271,客户_14271,批发型,低价值,United Kingdom
1246,C14272,客户_14272,批发型,低价值,United Kingdom
1247,C14273,客户_14273,批发型,中价值,United Kingdom
1248,C14276,客户_14276,批发型,中价值,United Kingdom
1249,C14277,客户_14277,批发型,高价值,United Kingdom
1250,C14282,客户_14282,批发型,高价值,United Kingdom
1251,C14284,客户_14284,批发型,低价值,United Kingdom
1252,C14285,客户_14285,批发型,高价值,United Kingdom
1253,C14286,客户_14286,批发型,高价值,United Kingdom
1254,C14289,客户_14289,零售型,低价值,United Kingdom
1255,C14290,客户_14290,批发型,高价值,United Kingdom
1256,C14291,客户_14291,批发型,高价值,United Kingdom
1257,C14292,客户_14292,批发型,中价值,United Kingdom
1258,C14293,客户_14293,批发型,高价值,United Kingdom
1259,C14295,客户_14295,批发型,中价值,United Kingdom
1260,C14297,客户_14297,批发型,中价值,United Kingdom
1261,C14298,客户_14298,批发型,高价值,United Kingdom
1262,C14299,客户_14299,批发型,高价值,United Kingdom
1263,C14300,客户_14300,批发型,低价值,United Kingdom
1264,C14304,客户_14304,批发型,中价值,United Kingdom
1265,C14305,客户_14305,批发型,高价值,United Kingdom
1266,C14306,客户_14306,批发型,高价值,United Kingdom
1267,C14307,客户_14307,批发型,高价值,United Kingdom
1268,C14309,客户_14309,批发型,高价值,United Kingdom
1269,C14312,客户_14312,批发型,中价值,United Kingdom
1270,C14314,客户_14314,批发型,低价值,United Kingdom
1271,C14315,客户_14315,批发型,高价值,United Kingdom
1272,C14317,客户_14317,零售型,低价值,United Kingdom
1273,C14320,客户_14320,批发型,中价值,United Kingdom
1274,C14321,客户_14321,批发型,高价值,United Kingdom
1275,C14323,客户_14323,批发型,中价值,United Kingdom
1276,C14327,客户_14327,批发型,高价值,United Kingdom
1277,C14329,客户_14329,批发型,高价值,United Kingdom
1278,C14331,客户_14331,批发型,中价值,United Kingdom
1279,C14332,客户_14332,批发型,高价值,United Kingdom
1280,C14333,客户_14333,零售型,中价值,United Kingdom
1281,C14334,客户_14334,批发型,高价值,United Kingdom
1282,C14335,客户_14335,批发型,低价值,United Kingdom
1283,C14336,客户_14336,批发型,高价值,United Kingdom
1284,C14338,客户_14338,批发型,低价值,United Kingdom
1285,C14339,客户_14339,批发型,低价值,United Kingdom
1286,C14341,客户_14341,批发型,高价值,United Kingdom
1287,C14342,客户_14342,批发型,低价值,United Kingdom
1288,C14344,客户_14344,零售型,低价值,United Kingdom
1289,C14346,客户_14346,批发型,中价值,United Kingdom
1290,C14348,客户_14348,批发型,低价值,United Kingdom
1291,C14349,客户_14349,零售型,低价值,United Kingdom
1292,C14350,客户_14350,批发型,中价值,United Kingdom
1293,C14352,客户_14352,批发型,低价值,United Kingdom
1294,C14355,客户_14355,零售型,低价值,United Kingdom
1295,C14356,客户_14356,批发型,中价值,United Kingdom
1296,C14357,客户_14357,零售型,低价值,United Kingdom
1297,C14359,客户_14359,零售型,低价值,United Kingdom
1298,C14360,客户_14360,批发型,高价值,United Kingdom
1299,C14362,客户_14362,零售型,低价值,United Kingdom
1300,C14364,客户_14364,批发型,高价值,United Kingdom
1301,C14367,客户_14367,批发型,高价值,United Kingdom
1302,C14368,客户_14368,零售型,低价值,United Kingdom
1303,C14371,客户_14371,批发型,低价值,United Kingdom
1304,C14373,客户_14373,零售型,低价值,United Kingdom
1305,C14375,客户_14375,零售型,中价值,United Kingdom
1306,C14377,客户_14377,批发型,中价值,United Kingdom
1307,C14379,客户_14379,零售型,中价值,United Kingdom
1308,C14381,客户_14381,零售型,低价值,United Kingdom
1309,C14382,客户_14382,零售型,中价值,United Kingdom
1310,C14383,客户_14383,批发型,高价值,United Kingdom
1311,C14385,客户_14385,批发型,低价值,United Kingdom
1312,C14386,客户_14386,零售型,低价值,United Kingdom
1313,C14387,客户_14387,批发型,高价值,United Kingdom
1314,C14388,客户_14388,批发型,高价值,United Kingdom
1315,C14389,客户_14389,批发型,中价值,United Kingdom
1316,C14390,客户_14390,零售型,高价值,United Kingdom
1317,C14395,客户_14395,零售型,高价值,United Kingdom
1318,C14396,客户_14396,零售型,中价值,United Kingdom
1319,C14397,客户_14397,批发型,高价值,United Kingdom
1320,C14400,客户_14400,批发型,低价值,United Kingdom
1321,C14401,客户_14401,批发型,高价值,United Kingdom
1322,C14404,客户_14404,批发型,高价值,United Kingdom
1323,C14406,客户_14406,零售型,低价值,United Kingdom
1324,C14407,客户_14407,批发型,高价值,United Kingdom
1325,C14408,客户_14408,批发型,高价值,United Kingdom
1326,C14409,客户_14409,批发型,高价值,United Kingdom
1327,C14410,客户_14410,零售型,中价值,United Kingdom
1328,C14411,客户_14411,批发型,中价值,United Kingdom
1329,C14413,客户_14413,零售型,低价值,United Kingdom
1330,C14414,客户_14414,批发型,高价值,United Kingdom
1331,C14415,客户_14415,零售型,高价值,United Kingdom
1332,C14416,客户_14416,批发型,低价值,United Kingdom
1333,C14418,客户_14418,批发型,高价值,United Kingdom
1334,C14419,客户_14419,零售型,中价值,United Kingdom
1335,C14420,客户_14420,批发型,低价值,United Kingdom
1336,C14421,客户_14421,批发型,中价值,United Kingdom
1337,C14422,客户_14422,批发型,高价值,United Kingdom
1338,C14426,客户_14426,批发型,高价值,United Kingdom
1339,C14427,客户_14427,批发型,中价值,United Kingdom
1340,C14428,客户_14428,零售型,中价值,United Kingdom
1341,C14431,客户_14431,批发型,中价值,United Kingdom
1342,C14432,客户_14432,零售型,中价值,United Kingdom
1343,C14434,客户_14434,批发型,高价值,United Kingdom
1344,C14439,客户_14439,批发型,高价值,United Kingdom
1345,C14440,客户_14440,批发型,高价值,United Kingdom
1346,C14441,客户_14441,批发型,高价值,United Kingdom
1347,C14442,客户_14442,零售型,高价值,United Kingdom
1348,C14443,客户_14443,批发型,高价值,United Kingdom
1349,C14446,客户_14446,零售型,中价值,United Kingdom
1350,C14447,客户_14447,批发型,中价值,United Kingdom
1351,C14448,客户_14448,零售型,低价值,United Kingdom
1352,C14449,客户_14449,零售型,中价值,United Kingdom
1353,C14450,客户_14450,批发型,低价值,United Kingdom
1354,C14451,客户_14451,零售型,中价值,United Kingdom
1355,C14452,客户_14452,零售型,中价值,United Kingdom
1356,C14453,客户_14453,零售型,低价值,United Kingdom
1357,C14456,客户_14456,零售型,高价值,United Kingdom
1358,C14459,客户_14459,批发型,高价值,United Kingdom
1359,C14461,客户_14461,零售型,中价值,United Kingdom
1360,C14462,客户_14462,零售型,中价值,United Kingdom
1361,C14465,客户_14465,零售型,高价值,United Kingdom
1362,C14466,客户_14466,批发型,高价值,United Kingdom
1363,C14467,客户_14467,零售型,中价值,United Kingdom
1364,C14470,客户_14470,零售型,低价值,United Kingdom
1365,C14472,客户_14472,零售型,高价值,United Kingdom
1366,C14473,客户_14473,批发型,低价值,United Kingdom
1367,C14474,客户_14474,零售型,中价值,United Kingdom
1368,C14475,客户_14475,批发型,中价值,United Kingdom
1369,C14476,客户_14476,零售型,低价值,United Kingdom
1370,C14477,客户_14477,批发型,中价值,United Kingdom
1371,C14479,客户_14479,批发型,低价值,United Kingdom
1372,C14481,客户_14481,批发型,中价值,United Kingdom
1373,C14482,客户_14482,零售型,中价值,United Kingdom
1374,C14483,客户_14483,零售型,低价值,United Kingdom
1375,C14484,客户_14484,批发型,低价值,United Kingdom
1376,C14485,客户_14485,零售型,低价值,United Kingdom
1377,C14487,客户_14487,零售型,高价值,United Kingdom
1378,C14488,客户_14488,批发型,中价值,United Kingdom
1379,C14489,客户_14489,批发型,低价值,United Kingdom
1380,C14491,客户_14491,批发型,中价值,United Kingdom
1381,C14493,客户_14493,批发型,高价值,United Kingdom
1382,C14494,客户_14494,批发型,低价值,United Kingdom
1383,C14495,客户_14495,批发型,低价值,United Kingdom
1384,C14496,客户_14496,批发型,低价值,United Kingdom
1385,C14497,客户_14497,零售型,中价值,United Kingdom
1386,C14498,客户_14498,零售型,高价值,United Kingdom
1387,C14499,客户_14499,零售型,中价值,United Kingdom
1388,C14500,客户_14500,批发型,低价值,United Kingdom
1389,C14501,客户_14501,批发型,低价值,United Kingdom
1390,C14502,客户_14502,零售型,高价值,United Kingdom
1391,C14503,客户_14503,批发型,高价值,United Kingdom
1392,C14504,客户_14504,零售型,中价值,United Kingdom
1393,C14505,客户_14505,零售型,高价值,United Kingdom
1394,C14506,客户_14506,零售型,高价值,United Kingdom
1395,C14507,客户_14507,零售型,中价值,United Kingdom
1396,C14508,客户_14508,零售型,低价值,United Kingdom
1397,C14511,客户_14511,零售型,中价值,United Kingdom
1398,C14513,客户_14513,批发型,中价值,United Kingdom
1399,C14514,客户_14514,零售型,中价值,United Kingdom
1400,C14515,客户_14515,批发型,高价值,United Kingdom
1401,C14517,客户_14517,零售型,低价值,United Kingdom
1402,C14518,客户_14518,批发型,低价值,United Kingdom
1403,C14522,客户_14522,批发型,中价值,United Kingdom
1404,C14523,客户_14523,批发型,低价值,United Kingdom
1405,C14524,客户_14524,零售型,中价值,United Kingdom
1406,C14525,客户_14525,零售型,高价值,United Kingdom
1407,C14527,客户_14527,零售型,高价值,United Kingdom
1408,C14528,客户_14528,批发型,中价值,United Kingdom
1409,C14529,客户_14529,零售型,中价值,United Kingdom
1410,C14530,客户_14530,零售型,高价值,United Kingdom
1411,C14532,客户_14532,批发型,低价值,United Kingdom
1412,C14533,客户_14533,批发型,高价值,United Kingdom
1413,C14534,客户_14534,零售型,高价值,United Kingdom
1414,C14535,客户_14535,零售型,高价值,United Kingdom
1415,C14536,客户_14536,零售型,低价值,United Kingdom
1416,C14537,客户_14537,批发型,中价值,United Kingdom
1417,C14538,客户_14538,批发型,中价值,United Kingdom
1418,C14539,客户_14539,批发型,中价值,United Kingdom
1419,C14540,客户_14540,零售型,中价值,United Kingdom
1420,C14541,客户_14541,零售型,中价值,United Kingdom
1421,C14543,客户_14543,零售型,高价值,United Kingdom
1422,C14544,客户_14544,零售型,高价值,United Kingdom
1423,C14546,客户_14546,零售型,高价值,United Kingdom
1424,C14547,客户_14547,批发型,高价值,United Kingdom
1425,C14549,客户_14549,零售型,低价值,United Kingdom
1426,C14550,客户_14550,零售型,低价值,United Kingdom
1427,C14552,客户_14552,零售型,低价值,United Kingdom
1428,C14553,客户_14553,零售型,中价值,United Kingdom
1429,C14554,客户_14554,零售型,高价值,United Kingdom
1430,C14555,客户_14555,批发型,中价值,United Kingdom
1431,C14557,客户_14557,批发型,低价值,United Kingdom
1432,C14560,客户_14560,批发型,高价值,United Kingdom
1433,C14561,客户_14561,批发型,中价值,United Kingdom
1434,C14562,客户_14562,零售型,高价值,United Kingdom
1435,C14565,客户_14565,批发型,中价值,United Kingdom
1436,C14567,客户_14567,批发型,高价值,United Kingdom
1437,C14569,客户_14569,零售型,中价值,United Kingdom
1438,C14570,客户_14570,零售型,低价值,United Kingdom
1439,C14572,客户_14572,零售型,高价值,United Kingdom
1440,C14573,客户_14573,零售型,中价值,United Kingdom
1441,C14577,客户_14577,零售型,中价值,United Kingdom
1442,C14578,客户_14578,零售型,低价值,United Kingdom
1443,C14581,客户_14581,批发型,低价值,United Kingdom
1444,C14582,客户_14582,零售型,低价值,United Kingdom
1445,C14583,客户_14583,零售型,中价值,United Kingdom
1446,C14584,客户_14584,零售型,中价值,United Kingdom
1447,C14585,客户_14585,零售型,低价值,United Kingdom
1448,C14586,客户_14586,批发型,中价值,United Kingdom
1449,C14587,客户_14587,零售型,中价值,United Kingdom
1450,C14591,客户_14591,零售型,高价值,United Kingdom
1451,C14592,客户_14592,零售型,低价值,United Kingdom
1452,C14593,客户_14593,零售型,中价值,United Kingdom
1453,C14594,客户_14594,零售型,低价值,United Kingdom
1454,C14595,客户_14595,批发型,高价值,United Kingdom
1455,C14597,客户_14597,批发型,高价值,United Kingdom
1456,C14598,客户_14598,零售型,低价值,United Kingdom
1457,C14600,客户_14600,批发型,低价值,United Kingdom
1458,C14601,客户_14601,批发型,中价值,United Kingdom
1459,C14606,客户_14606,零售型,高价值,United Kingdom
1460,C14607,客户_14607,批发型,高价值,United Kingdom
1461,C14608,客户_14608,零售型,低价值,United Kingdom
1462,C14618,客户_14618,批发型,中价值,United Kingdom
1463,C14619,客户_14619,零售型,低价值,United Kingdom
1464,C14620,客户_14620,零售型,低价值,United Kingdom
1465,C14621,客户_14621,批发型,高价值,United Kingdom
1466,C14622,客户_14622,批发型,低价值,United Kingdom
1467,C14623,客户_14623,零售型,中价值,United Kingdom
1468,C14624,客户_14624,批发型,中价值,United Kingdom
1469,C14625,客户_14625,零售型,中价值,United Kingdom
1470,C14626,客户_14626,批发型,高价值,United Kingdom
1471,C14628,客户_14628,批发型,中价值,United Kingdom
1472,C14629,客户_14629,零售型,中价值,United Kingdom
1473,C14631,客户_14631,批发型,高价值,United Kingdom
1474,C14633,客户_14633,批发型,低价值,United Kingdom
1475,C14636,客户_14636,批发型,低价值,United Kingdom
1476,C14638,客户_14638,批发型,中价值,United Kingdom
1477,C14639,客户_14639,批发型,中价值,United Kingdom
1478,C14640,客户_14640,批发型,高价值,United Kingdom
1479,C14641,客户_14641,批发型,低价值,United Kingdom
1480,C14642,客户_14642,批发型,中价值,United Kingdom
1481,C14643,客户_14643,批发型,低价值,United Kingdom
1482,C14646,客户_14646,批发型,高价值,United Kingdom
1483,C14647,客户_14647,零售型,低价值,United Kingdom
1484,C14649,客户_14649,零售型,中价值,United Kingdom
1485,C14651,客户_14651,零售型,中价值,United Kingdom
1486,C14652,客户_14652,零售型,低价值,United Kingdom
1487,C14653,客户_14653,零售型,高价值,United Kingdom
1488,C14655,客户_14655,批发型,高价值,United Kingdom
1489,C14656,客户_14656,零售型,低价值,United Kingdom
1490,C14657,客户_14657,零售型,中价值,United Kingdom
1491,C14658,客户_14658,零售型,中价值,United Kingdom
1492,C14659,客户_14659,零售型,高价值,United Kingdom
1493,C14660,客户_14660,批发型,中价值,United Kingdom
