id,record_date,cattle_id,farm_id,milk_yield,fat_rate,protein_rate,lactation_stage
5931,2025-10-25,1107,6,27.4,3.78,3.26,泌乳中期
5932,2025-10-05,1109,6,19.1,5.32,3.82,泌乳中期
5933,2025-10-15,1109,6,20.7,5.33,3.89,泌乳中期
5934,2025-10-25,1109,6,19.4,5.3,3.88,泌乳中期
5935,2025-10-05,1110,6,12.2,4.46,3.57,泌乳后期
5936,2025-10-15,1110,6,11.7,4.46,3.55,泌乳后期
5937,2025-10-25,1110,6,12.4,4.55,3.61,泌乳后期
5938,2025-10-05,1111,6,25.2,3.89,3.2,泌乳中期
5939,2025-10-15,1111,6,26.0,4.06,3.41,泌乳中期
5940,2025-10-25,1111,6,25.1,3.85,3.37,泌乳中期
5941,2025-10-05,1113,6,27.1,4.01,3.4,泌乳中期
5942,2025-10-15,1113,6,29.6,3.84,3.3,泌乳中期
5943,2025-10-25,1113,6,28.3,3.88,3.18,泌乳中期
5944,2025-10-05,1114,6,17.2,4.12,3.26,泌乳后期
5945,2025-10-15,1114,6,16.9,4.09,3.3,泌乳后期
5946,2025-10-25,1114,6,16.7,4.01,3.37,泌乳后期
5947,2025-10-05,1115,6,18.1,4.44,3.58,泌乳初期
5948,2025-10-15,1115,6,17.4,4.38,3.6,泌乳初期
5949,2025-10-25,1115,6,17.6,4.32,3.46,泌乳初期
5950,2025-10-05,1117,6,23.7,5.31,3.79,泌乳中期
5951,2025-10-15,1117,6,21.2,5.27,3.86,泌乳中期
5952,2025-10-25,1117,6,23.2,5.31,3.7,泌乳中期
5953,2025-10-05,1118,6,20.8,3.81,3.29,泌乳后期
5954,2025-10-15,1118,6,19.2,4.17,3.29,泌乳后期
5955,2025-10-25,1118,6,21.2,4.06,3.32,泌乳后期
5956,2025-10-05,1119,6,19.9,4.17,3.26,泌乳后期
5957,2025-10-15,1119,6,20.1,4.08,3.32,泌乳后期
5958,2025-10-25,1119,6,19.8,4.2,3.34,泌乳后期
5959,2025-10-05,1120,6,25.9,3.92,3.15,泌乳初期
5960,2025-10-15,1120,6,24.8,3.94,3.22,泌乳初期
5961,2025-10-25,1120,6,26.1,3.9,3.27,泌乳初期
5962,2025-10-05,1121,6,13.5,4.53,3.44,泌乳后期
5963,2025-10-15,1121,6,13.2,4.5,3.55,泌乳后期
5964,2025-10-25,1121,6,13.7,4.24,3.52,泌乳后期
5965,2025-10-05,1124,6,23.7,4.03,3.27,泌乳中期
5966,2025-10-15,1124,6,24.6,3.87,3.3,泌乳中期
5967,2025-10-25,1124,6,24.8,3.95,3.31,泌乳中期
5968,2025-10-05,1126,6,18.5,4.37,3.4,泌乳中期
5969,2025-10-15,1126,6,18.1,4.28,3.27,泌乳中期
5970,2025-10-25,1126,6,18.2,4.25,3.43,泌乳中期
5971,2025-10-05,1127,6,23.6,3.9,3.28,泌乳中期
5972,2025-10-15,1127,6,24.2,3.84,3.38,泌乳中期
5973,2025-10-25,1127,6,24.0,3.92,3.23,泌乳中期
5974,2025-10-05,1128,6,14.9,4.52,3.58,泌乳初期
5975,2025-10-15,1128,6,15.3,4.61,3.5,泌乳初期
5976,2025-10-25,1128,6,15.3,4.44,3.52,泌乳初期
5977,2025-10-05,1129,6,27.4,3.81,3.25,泌乳初期
5978,2025-10-15,1129,6,25.2,3.89,3.4,泌乳初期
5979,2025-10-25,1129,6,26.9,3.91,3.24,泌乳初期
5980,2025-10-05,1130,6,28.8,4.03,3.3,泌乳中期
5981,2025-10-15,1130,6,27.8,3.77,3.17,泌乳中期
5982,2025-10-25,1130,6,28.2,3.64,3.13,泌乳中期
5983,2025-10-05,1131,6,29.2,3.92,3.16,泌乳中期
5984,2025-10-15,1131,6,28.4,3.84,3.39,泌乳中期
5985,2025-10-25,1131,6,27.8,3.87,3.33,泌乳中期
5986,2025-10-05,1132,6,24.0,3.92,3.14,泌乳中期
5987,2025-10-15,1132,6,23.4,4.13,3.35,泌乳中期
5988,2025-10-25,1132,6,22.9,4.02,3.23,泌乳中期
5989,2025-10-05,1133,6,27.9,3.85,3.21,泌乳中期
5990,2025-10-15,1133,6,27.8,4.01,3.23,泌乳中期
5991,2025-10-25,1133,6,28.4,3.76,3.13,泌乳中期
5992,2025-10-05,1134,6,19.2,5.36,3.82,泌乳中期
5993,2025-10-15,1134,6,18.8,5.43,3.91,泌乳中期
5994,2025-10-25,1134,6,19.4,5.43,3.8,泌乳中期
5995,2025-10-05,1135,6,23.8,3.85,3.31,泌乳初期
5996,2025-10-15,1135,6,25.3,3.84,3.18,泌乳初期
5997,2025-10-25,1135,6,23.7,3.86,3.36,泌乳初期
5998,2025-10-05,1136,6,20.4,4.19,3.23,泌乳后期
5999,2025-10-15,1136,6,19.5,4.08,3.3,泌乳后期
6000,2025-10-25,1136,6,20.9,3.94,3.34,泌乳后期
6001,2025-10-05,1137,6,20.1,4.13,3.24,泌乳后期
6002,2025-10-15,1137,6,19.7,4.17,3.32,泌乳后期
6003,2025-10-25,1137,6,20.7,4.08,3.29,泌乳后期
6004,2025-10-05,1138,6,27.7,3.76,3.26,泌乳中期
6005,2025-10-15,1138,6,27.0,3.9,3.39,泌乳中期
6006,2025-10-25,1138,6,28.2,3.9,3.34,泌乳中期
6007,2025-10-05,1139,6,26.0,3.91,3.3,泌乳中期
6008,2025-10-15,1139,6,24.6,3.75,3.33,泌乳中期
6009,2025-10-25,1139,6,27.4,3.76,3.19,泌乳中期
6010,2025-10-05,1140,6,22.5,5.22,3.76,泌乳中期
6011,2025-10-15,1140,6,24.2,4.93,3.73,泌乳中期
6012,2025-10-25,1140,6,22.5,5.48,3.89,泌乳中期
6013,2025-10-05,1141,6,27.0,3.95,3.28,泌乳中期
6014,2025-10-15,1141,6,29.2,4.1,3.22,泌乳中期
6015,2025-10-25,1141,6,26.4,3.87,3.33,泌乳中期
6016,2025-10-05,1142,6,26.5,3.95,3.34,泌乳中期
6017,2025-10-15,1142,6,26.0,3.96,3.23,泌乳中期
6018,2025-10-25,1142,6,26.2,3.82,3.22,泌乳中期
6019,2025-10-05,1143,6,28.0,3.86,3.21,泌乳中期
6020,2025-10-15,1143,6,25.8,3.96,3.22,泌乳中期
6021,2025-10-25,1143,6,26.1,4.06,3.18,泌乳中期
6022,2025-10-05,1144,6,17.2,5.59,3.74,泌乳后期
6023,2025-10-15,1144,6,16.5,5.3,3.94,泌乳后期
6024,2025-10-25,1144,6,17.5,5.36,3.84,泌乳后期
6025,2025-10-05,1145,6,15.0,4.36,3.42,泌乳后期
6026,2025-10-15,1145,6,13.6,4.44,3.53,泌乳后期
6027,2025-10-25,1145,6,14.6,4.34,3.55,泌乳后期
6028,2025-10-05,1146,6,21.4,4.05,3.21,泌乳后期
6029,2025-10-15,1146,6,19.6,4.16,3.32,泌乳后期
6030,2025-10-25,1146,6,19.5,4.2,3.4,泌乳后期
6031,2025-10-05,1148,6,27.1,3.79,3.31,泌乳中期
6032,2025-10-15,1148,6,27.3,3.91,3.07,泌乳中期
6033,2025-10-25,1148,6,28.4,3.89,3.2,泌乳中期
6034,2025-10-05,1149,6,17.4,4.02,3.33,泌乳后期
6035,2025-10-15,1149,6,16.6,4.07,3.29,泌乳后期
6036,2025-10-25,1149,6,17.0,4.07,3.44,泌乳后期
6037,2025-10-05,1151,6,24.6,3.75,3.22,泌乳初期
6038,2025-10-15,1151,6,24.5,3.91,3.28,泌乳初期
6039,2025-10-25,1151,6,25.6,3.89,3.18,泌乳初期
6040,2025-10-05,1152,6,14.4,4.27,3.41,泌乳后期
6041,2025-10-15,1152,6,14.6,4.21,3.54,泌乳后期
6042,2025-10-25,1152,6,14.3,4.37,3.56,泌乳后期
6043,2025-10-05,1153,6,17.5,3.97,3.32,泌乳后期
6044,2025-10-15,1153,6,16.1,4.21,3.25,泌乳后期
6045,2025-10-25,1153,6,17.5,4.05,3.28,泌乳后期
6046,2025-10-05,1154,6,14.8,5.36,3.79,泌乳后期
6047,2025-10-15,1154,6,13.0,5.58,3.85,泌乳后期
6048,2025-10-25,1154,6,14.7,5.28,3.88,泌乳后期
6049,2025-10-05,1155,6,22.1,5.12,3.73,泌乳中期
6050,2025-10-15,1155,6,22.6,5.28,3.86,泌乳中期
6051,2025-10-25,1155,6,22.1,5.4,3.89,泌乳中期
6052,2025-10-05,1156,6,22.6,3.95,3.34,泌乳后期
6053,2025-10-15,1156,6,20.2,4.04,3.33,泌乳后期
6054,2025-10-25,1156,6,20.3,4.08,3.34,泌乳后期
6055,2025-10-05,1157,6,13.8,4.38,3.57,泌乳后期
6056,2025-10-15,1157,6,14.2,4.51,3.5,泌乳后期
6057,2025-10-25,1157,6,13.7,4.38,3.59,泌乳后期
6058,2025-10-05,1158,6,27.3,3.92,3.26,泌乳中期
6059,2025-10-15,1158,6,26.4,3.72,3.18,泌乳中期
6060,2025-10-25,1158,6,28.3,4.11,3.29,泌乳中期
6061,2025-10-05,1159,6,24.3,4.28,3.3,泌乳中期
6062,2025-10-15,1159,6,22.7,3.9,3.35,泌乳中期
6063,2025-10-25,1159,6,23.8,4.29,3.22,泌乳中期
6064,2025-10-05,1160,6,21.1,5.63,3.74,泌乳初期
6065,2025-10-15,1160,6,21.8,5.19,3.95,泌乳初期
6066,2025-10-25,1160,6,19.7,5.36,3.83,泌乳初期
6067,2025-10-05,1162,6,28.6,3.93,3.22,泌乳中期
6068,2025-10-15,1162,6,29.2,3.68,3.23,泌乳中期
6069,2025-10-25,1162,6,29.2,3.77,3.3,泌乳中期
6070,2025-10-05,1165,6,23.7,3.95,3.24,泌乳中期
6071,2025-10-15,1165,6,25.2,3.84,3.24,泌乳中期
6072,2025-10-25,1165,6,23.4,3.67,3.27,泌乳中期
6073,2025-10-05,1167,6,24.1,3.88,3.36,泌乳中期
6074,2025-10-15,1167,6,24.3,4.08,3.32,泌乳中期
6075,2025-10-25,1167,6,25.2,3.85,3.12,泌乳中期
6076,2025-10-05,1168,6,25.0,3.95,3.31,泌乳中期
6077,2025-10-15,1168,6,29.7,3.97,3.23,泌乳中期
6078,2025-10-25,1168,6,27.5,3.78,3.34,泌乳中期
6079,2025-10-05,1169,6,19.1,4.02,3.32,泌乳后期
6080,2025-10-15,1169,6,19.9,3.96,3.32,泌乳后期
6081,2025-10-25,1169,6,19.9,4.16,3.25,泌乳后期
6082,2025-10-05,1171,6,16.9,4.43,3.51,泌乳中期
6083,2025-10-15,1171,6,16.8,4.25,3.38,泌乳中期
6084,2025-10-25,1171,6,16.5,4.53,3.45,泌乳中期
6085,2025-10-05,1172,6,19.5,5.08,3.8,泌乳中期
6086,2025-10-15,1172,6,19.1,5.26,3.89,泌乳中期
6087,2025-10-25,1172,6,21.2,5.23,3.94,泌乳中期
6088,2025-10-05,1173,6,28.7,3.74,3.29,泌乳中期
6089,2025-10-15,1173,6,26.3,3.69,3.28,泌乳中期
6090,2025-10-25,1173,6,27.6,3.91,3.19,泌乳中期
6091,2025-10-05,1174,6,28.3,4.01,3.23,泌乳中期
6092,2025-10-15,1174,6,28.1,3.69,3.17,泌乳中期
6093,2025-10-25,1174,6,28.8,4.0,3.22,泌乳中期
6094,2025-10-05,1176,6,19.6,4.51,3.46,泌乳中期
6095,2025-10-15,1176,6,19.5,4.29,3.37,泌乳中期
6096,2025-10-25,1176,6,20.2,4.66,3.45,泌乳中期
6097,2025-10-05,1177,6,18.9,4.03,3.42,泌乳后期
6098,2025-10-15,1177,6,20.5,3.82,3.16,泌乳后期
6099,2025-10-25,1177,6,18.9,3.9,3.27,泌乳后期
6100,2025-10-05,1178,6,23.4,4.0,3.25,泌乳初期
6101,2025-10-15,1178,6,24.9,3.86,3.23,泌乳初期
6102,2025-10-25,1178,6,24.3,3.95,3.06,泌乳初期
6103,2025-10-05,1179,6,15.8,4.28,3.58,泌乳后期
6104,2025-10-15,1179,6,17.3,4.09,3.17,泌乳后期
6105,2025-10-25,1179,6,17.1,4.31,3.36,泌乳后期
6106,2025-10-05,1180,6,27.6,3.92,3.22,泌乳中期
6107,2025-10-15,1180,6,26.6,3.61,3.24,泌乳中期
6108,2025-10-25,1180,6,29.4,4.1,3.27,泌乳中期
6109,2025-10-05,1181,6,28.8,3.99,3.19,泌乳中期
6110,2025-10-15,1181,6,28.8,3.76,3.27,泌乳中期
6111,2025-10-25,1181,6,28.4,3.82,3.3,泌乳中期
6112,2025-10-05,1182,6,25.1,3.86,3.35,泌乳中期
6113,2025-10-15,1182,6,26.1,4.04,3.25,泌乳中期
6114,2025-10-25,1182,6,26.5,3.96,3.3,泌乳中期
6115,2025-10-05,1183,6,24.2,3.92,3.25,泌乳中期
6116,2025-10-15,1183,6,24.9,3.78,3.38,泌乳中期
6117,2025-10-25,1183,6,25.1,4.11,3.28,泌乳中期
6118,2025-10-05,1184,6,25.7,3.82,3.31,泌乳初期
6119,2025-10-15,1184,6,26.7,3.97,3.14,泌乳初期
6120,2025-10-25,1184,6,25.4,3.77,3.38,泌乳初期
6121,2025-10-05,1185,6,19.7,4.16,3.26,泌乳后期
6122,2025-10-15,1185,6,21.4,4.05,3.33,泌乳后期
6123,2025-10-25,1185,6,20.2,3.93,3.4,泌乳后期
6124,2025-10-05,1186,6,21.0,4.01,3.32,泌乳初期
6125,2025-10-15,1186,6,22.4,4.22,3.32,泌乳初期
6126,2025-10-25,1186,6,20.5,3.89,3.47,泌乳初期
6127,2025-10-05,1187,6,17.2,3.99,3.43,泌乳后期
6128,2025-10-15,1187,6,17.7,4.16,3.48,泌乳后期
6129,2025-10-25,1187,6,18.5,4.03,3.37,泌乳后期
6130,2025-10-05,1188,6,16.2,5.29,3.86,泌乳后期
6131,2025-10-15,1188,6,17.0,5.64,3.88,泌乳后期
6132,2025-10-25,1188,6,16.4,5.32,3.89,泌乳后期
6133,2025-10-05,1189,6,28.0,3.97,3.2,泌乳中期
6134,2025-10-15,1189,6,28.7,3.86,3.21,泌乳中期
6135,2025-10-25,1189,6,27.5,3.8,3.27,泌乳中期
6136,2025-10-05,1190,6,19.7,4.12,3.34,泌乳后期
6137,2025-10-15,1190,6,20.3,3.9,3.21,泌乳后期
6138,2025-10-25,1190,6,20.0,4.02,3.33,泌乳后期
6139,2025-10-05,1191,6,20.6,4.02,3.36,泌乳后期
6140,2025-10-15,1191,6,20.6,4.03,3.38,泌乳后期
6141,2025-10-25,1191,6,20.2,4.06,3.34,泌乳后期
6142,2025-10-05,1192,6,29.5,3.9,3.15,泌乳中期
6143,2025-10-15,1192,6,29.6,3.92,3.05,泌乳中期
6144,2025-10-25,1192,6,27.3,3.96,3.27,泌乳中期
6145,2025-10-05,1194,6,19.8,4.37,3.5,泌乳中期
6146,2025-10-15,1194,6,19.8,4.22,3.47,泌乳中期
6147,2025-10-25,1194,6,18.3,4.16,3.59,泌乳中期
6148,2025-10-05,1195,6,20.2,4.15,3.34,泌乳后期
6149,2025-10-15,1195,6,21.2,4.07,3.25,泌乳后期
6150,2025-10-25,1195,6,19.6,4.01,3.37,泌乳后期
6151,2025-10-05,1196,6,20.2,4.05,3.24,泌乳后期
6152,2025-10-15,1196,6,19.6,4.29,3.31,泌乳后期
6153,2025-10-25,1196,6,21.0,3.86,3.3,泌乳后期
6154,2025-10-05,1197,6,28.1,4.14,3.31,泌乳初期
6155,2025-10-15,1197,6,26.9,4.08,3.27,泌乳初期
6156,2025-10-25,1197,6,26.2,3.93,3.28,泌乳初期
6157,2025-10-05,1198,6,27.3,3.86,3.2,泌乳中期
6158,2025-10-15,1198,6,27.5,4.14,3.19,泌乳中期
6159,2025-10-25,1198,6,27.2,3.91,3.27,泌乳中期
6160,2025-10-05,1200,6,16.9,4.1,3.3,泌乳后期
6161,2025-10-15,1200,6,17.3,4.07,3.31,泌乳后期
6162,2025-10-25,1200,6,17.4,4.06,3.38,泌乳后期
6163,2025-11-05,1,1,27.2,3.74,3.45,泌乳中期
6164,2025-11-15,1,1,27.7,3.68,3.33,泌乳中期
6165,2025-11-25,1,1,27.8,4.07,3.27,泌乳中期
6166,2025-11-05,3,1,20.9,5.34,3.86,泌乳初期
6167,2025-11-15,3,1,21.1,5.31,3.88,泌乳初期
6168,2025-11-25,3,1,20.5,5.31,3.83,泌乳初期
6169,2025-11-05,4,1,18.9,4.18,3.4,泌乳后期
6170,2025-11-15,4,1,20.3,4.01,3.29,泌乳后期
6171,2025-11-25,4,1,20.9,4.11,3.3,泌乳后期
6172,2025-11-05,6,1,28.3,3.88,3.27,泌乳中期
6173,2025-11-15,6,1,27.4,3.97,3.28,泌乳中期
6174,2025-11-25,6,1,28.3,4.09,3.22,泌乳中期
6175,2025-11-05,8,1,30.3,4.0,3.22,泌乳初期
6176,2025-11-15,8,1,31.5,3.73,3.24,泌乳初期
6177,2025-11-25,8,1,30.0,3.91,3.17,泌乳初期
6178,2025-11-05,9,1,27.3,3.95,3.16,泌乳中期
6179,2025-11-15,9,1,27.2,3.9,3.24,泌乳中期
6180,2025-11-25,9,1,28.7,3.78,3.26,泌乳中期
6181,2025-11-05,11,1,27.3,3.7,3.19,泌乳中期
6182,2025-11-15,11,1,26.8,3.78,3.28,泌乳中期
6183,2025-11-25,11,1,26.6,3.76,3.29,泌乳中期
6184,2025-11-05,12,1,26.9,3.82,3.18,泌乳初期
6185,2025-11-15,12,1,27.0,3.85,3.2,泌乳初期
6186,2025-11-25,12,1,27.6,3.72,3.31,泌乳初期
6187,2025-11-05,13,1,24.8,4.01,3.14,泌乳初期
6188,2025-11-15,13,1,26.9,3.83,3.3,泌乳初期
6189,2025-11-25,13,1,25.6,3.85,3.27,泌乳初期
6190,2025-11-05,14,1,28.7,3.98,3.34,泌乳初期
6191,2025-11-15,14,1,30.8,3.72,3.17,泌乳初期
6192,2025-11-25,14,1,29.0,3.83,3.29,泌乳初期
6193,2025-11-05,15,1,19.8,3.93,3.31,泌乳后期
6194,2025-11-15,15,1,21.2,3.99,3.26,泌乳后期
6195,2025-11-25,15,1,20.7,3.88,3.45,泌乳后期
6196,2025-11-05,16,1,30.9,3.67,3.29,泌乳中期
6197,2025-11-15,16,1,31.2,3.72,3.12,泌乳中期
6198,2025-11-25,16,1,31.1,3.78,3.15,泌乳中期
6199,2025-11-05,20,1,25.3,3.69,3.13,泌乳初期
6200,2025-11-15,20,1,24.2,3.96,3.23,泌乳初期
6201,2025-11-25,20,1,25.8,4.18,3.26,泌乳初期
6202,2025-11-05,21,1,16.9,4.46,3.46,泌乳初期
6203,2025-11-15,21,1,18.2,4.46,3.51,泌乳初期
6204,2025-11-25,21,1,18.3,4.2,3.34,泌乳初期
6205,2025-11-05,22,1,24.3,3.89,3.22,泌乳后期
6206,2025-11-15,22,1,22.7,3.95,3.45,泌乳后期
6207,2025-11-25,22,1,22.6,4.14,3.21,泌乳后期
6208,2025-11-05,23,1,18.7,5.35,3.85,泌乳后期
6209,2025-11-15,23,1,18.9,5.24,3.81,泌乳后期
6210,2025-11-25,23,1,18.5,5.2,3.89,泌乳后期
6211,2025-11-05,24,1,28.4,3.74,3.25,泌乳中期
6212,2025-11-15,24,1,27.8,3.93,3.26,泌乳中期
6213,2025-11-25,24,1,31.0,3.68,3.19,泌乳中期
6214,2025-11-05,25,1,19.7,4.16,3.26,泌乳后期
6215,2025-11-15,25,1,20.0,4.17,3.32,泌乳后期
6216,2025-11-25,25,1,19.7,4.09,3.23,泌乳后期
6217,2025-11-05,26,1,22.6,4.08,3.35,泌乳后期
6218,2025-11-15,26,1,24.9,4.0,3.27,泌乳后期
6219,2025-11-25,26,1,22.4,3.96,3.2,泌乳后期
6220,2025-11-05,27,1,21.6,3.97,3.21,泌乳后期
6221,2025-11-15,27,1,22.4,4.14,3.26,泌乳后期
6222,2025-11-25,27,1,21.3,4.34,3.27,泌乳后期
6223,2025-11-05,28,1,31.7,3.85,3.23,泌乳中期
6224,2025-11-15,28,1,30.2,3.76,3.24,泌乳中期
6225,2025-11-25,28,1,30.9,3.64,3.22,泌乳中期
6226,2025-11-05,29,1,20.5,3.95,3.25,泌乳后期
6227,2025-11-15,29,1,23.1,3.87,3.15,泌乳后期
6228,2025-11-25,29,1,24.5,3.97,3.3,泌乳后期
6229,2025-11-05,30,1,24.3,4.17,3.33,泌乳后期
6230,2025-11-15,30,1,22.0,4.01,3.28,泌乳后期
6231,2025-11-25,30,1,22.0,4.1,3.19,泌乳后期
6232,2025-11-05,32,1,20.8,4.38,3.45,泌乳初期
6233,2025-11-15,32,1,20.1,4.19,3.41,泌乳初期
6234,2025-11-25,32,1,21.4,4.15,3.47,泌乳初期
6235,2025-11-05,33,1,30.6,3.88,3.1,泌乳中期
6236,2025-11-15,33,1,33.9,3.78,3.26,泌乳中期
6237,2025-11-25,33,1,32.2,3.78,3.24,泌乳中期
6238,2025-11-05,35,1,22.8,3.86,3.38,泌乳后期
6239,2025-11-15,35,1,23.8,3.98,3.26,泌乳后期
6240,2025-11-25,35,1,21.7,3.98,3.38,泌乳后期
6241,2025-11-05,36,1,22.5,5.24,3.84,泌乳初期
6242,2025-11-15,36,1,23.2,5.26,3.91,泌乳初期
6243,2025-11-25,36,1,21.6,5.11,3.82,泌乳初期
6244,2025-11-05,37,1,31.7,3.75,3.13,泌乳中期
6245,2025-11-15,37,1,32.8,3.81,3.09,泌乳中期
6246,2025-11-25,37,1,31.5,3.79,3.33,泌乳中期
6247,2025-11-05,38,1,22.1,4.23,3.39,泌乳初期
6248,2025-11-15,38,1,20.5,4.41,3.48,泌乳初期
6249,2025-11-25,38,1,20.1,4.32,3.51,泌乳初期
6250,2025-11-05,39,1,31.9,3.71,3.13,泌乳中期
6251,2025-11-15,39,1,30.6,3.66,3.28,泌乳中期
6252,2025-11-25,39,1,32.1,3.86,3.18,泌乳中期
6253,2025-11-05,40,1,24.9,5.21,3.68,泌乳中期
6254,2025-11-15,40,1,23.6,5.43,3.7,泌乳中期
6255,2025-11-25,40,1,23.4,5.36,4.01,泌乳中期
6256,2025-11-05,41,1,30.5,3.95,3.16,泌乳中期
6257,2025-11-15,41,1,29.9,3.91,3.34,泌乳中期
6258,2025-11-25,41,1,29.3,3.84,3.38,泌乳中期
6259,2025-11-05,42,1,19.8,4.3,3.45,泌乳初期
6260,2025-11-15,42,1,19.7,4.44,3.48,泌乳初期
6261,2025-11-25,42,1,19.5,4.37,3.26,泌乳初期
6262,2025-11-05,43,1,33.0,3.97,3.28,泌乳中期
6263,2025-11-15,43,1,33.0,3.76,3.26,泌乳中期
6264,2025-11-25,43,1,31.8,3.99,3.27,泌乳中期
6265,2025-11-05,44,1,31.4,3.92,3.28,泌乳中期
6266,2025-11-15,44,1,30.6,3.85,3.26,泌乳中期
6267,2025-11-25,44,1,29.5,3.7,3.18,泌乳中期
6268,2025-11-05,45,1,28.4,5.24,3.79,泌乳中期
6269,2025-11-15,45,1,27.8,5.08,3.98,泌乳中期
6270,2025-11-25,45,1,26.6,4.99,3.79,泌乳中期
6271,2025-11-05,47,1,30.3,3.86,3.28,泌乳中期
6272,2025-11-15,47,1,31.0,3.88,3.17,泌乳中期
6273,2025-11-25,47,1,30.8,3.93,3.18,泌乳中期
6274,2025-11-05,48,1,18.4,3.82,3.2,泌乳后期
6275,2025-11-15,48,1,18.8,4.09,3.26,泌乳后期
6276,2025-11-25,48,1,19.7,3.9,3.35,泌乳后期
6277,2025-11-05,49,1,32.6,4.0,3.34,泌乳中期
6278,2025-11-15,49,1,33.8,3.6,3.2,泌乳中期
6279,2025-11-25,49,1,35.3,3.96,3.25,泌乳中期
6280,2025-11-05,50,1,18.3,4.35,3.52,泌乳初期
6281,2025-11-15,50,1,18.0,4.47,3.49,泌乳初期
6282,2025-11-25,50,1,17.4,4.41,3.63,泌乳初期
6283,2025-11-05,51,1,19.2,4.39,3.4,泌乳中期
6284,2025-11-15,51,1,18.7,4.3,3.41,泌乳中期
6285,2025-11-25,51,1,18.7,4.42,3.44,泌乳中期
6286,2025-11-05,53,1,27.0,5.11,3.91,泌乳中期
6287,2025-11-15,53,1,25.6,5.23,3.85,泌乳中期
6288,2025-11-25,53,1,26.8,5.11,3.86,泌乳中期
6289,2025-11-05,54,1,21.6,4.05,3.36,泌乳中期
6290,2025-11-15,54,1,21.1,4.29,3.39,泌乳中期
6291,2025-11-25,54,1,19.1,4.32,3.38,泌乳中期
6292,2025-11-05,55,1,23.5,3.63,3.27,泌乳后期
6293,2025-11-15,55,1,20.8,3.83,3.33,泌乳后期
6294,2025-11-25,55,1,23.0,4.17,3.28,泌乳后期
6295,2025-11-05,58,1,29.2,3.97,3.38,泌乳中期
6296,2025-11-15,58,1,28.9,3.89,3.3,泌乳中期
6297,2025-11-25,58,1,27.4,3.88,3.27,泌乳中期
6298,2025-11-05,59,1,31.1,3.79,3.19,泌乳中期
6299,2025-11-15,59,1,32.5,3.89,3.21,泌乳中期
6300,2025-11-25,59,1,30.6,3.77,3.26,泌乳中期
6301,2025-11-05,60,1,20.3,3.94,3.29,泌乳后期
6302,2025-11-15,60,1,19.4,4.16,3.23,泌乳后期
6303,2025-11-25,60,1,19.5,4.28,3.44,泌乳后期
6304,2025-11-05,61,1,19.3,4.05,3.45,泌乳初期
6305,2025-11-15,61,1,18.8,4.4,3.57,泌乳初期
6306,2025-11-25,61,1,19.6,4.14,3.5,泌乳初期
6307,2025-11-05,62,1,31.9,3.8,3.13,泌乳中期
6308,2025-11-15,62,1,30.0,3.7,3.28,泌乳中期
6309,2025-11-25,62,1,30.0,3.52,3.24,泌乳中期
6310,2025-11-05,63,1,17.3,5.44,3.91,泌乳后期
6311,2025-11-15,63,1,17.2,5.41,3.84,泌乳后期
6312,2025-11-25,63,1,17.6,5.26,3.98,泌乳后期
6313,2025-11-05,64,1,25.5,4.0,3.22,泌乳初期
6314,2025-11-15,64,1,25.0,3.85,3.25,泌乳初期
6315,2025-11-25,64,1,24.1,3.93,3.33,泌乳初期
6316,2025-11-05,65,1,26.4,3.81,3.33,泌乳中期
6317,2025-11-15,65,1,27.1,3.88,3.25,泌乳中期
6318,2025-11-25,65,1,27.7,3.89,3.19,泌乳中期
6319,2025-11-05,66,1,18.8,5.33,3.78,泌乳后期
6320,2025-11-15,66,1,20.0,5.26,3.7,泌乳后期
6321,2025-11-25,66,1,19.0,5.38,3.94,泌乳后期
6322,2025-11-05,68,1,18.1,4.49,3.64,泌乳中期
6323,2025-11-15,68,1,20.8,4.23,3.5,泌乳中期
6324,2025-11-25,68,1,20.1,4.11,3.37,泌乳中期
6325,2025-11-05,69,1,26.6,5.22,3.78,泌乳初期
6326,2025-11-15,69,1,25.7,5.33,3.78,泌乳初期
6327,2025-11-25,69,1,21.6,5.33,3.78,泌乳初期
6328,2025-11-05,70,1,13.4,4.48,3.55,泌乳后期
6329,2025-11-15,70,1,12.7,4.43,3.57,泌乳后期
6330,2025-11-25,70,1,13.9,4.27,3.4,泌乳后期
6331,2025-11-05,71,1,27.3,3.79,3.22,泌乳初期
6332,2025-11-15,71,1,28.9,3.91,3.21,泌乳初期
6333,2025-11-25,71,1,27.6,3.69,3.33,泌乳初期
6334,2025-11-05,72,1,23.1,5.24,3.92,泌乳中期
6335,2025-11-15,72,1,22.6,5.19,3.86,泌乳中期
6336,2025-11-25,72,1,22.0,5.35,3.85,泌乳中期
6337,2025-11-05,73,1,22.2,3.99,3.28,泌乳后期
6338,2025-11-15,73,1,23.2,4.0,3.34,泌乳后期
6339,2025-11-25,73,1,24.5,3.93,3.27,泌乳后期
6340,2025-11-05,74,1,21.3,4.15,3.29,泌乳后期
6341,2025-11-15,74,1,21.2,3.99,3.33,泌乳后期
6342,2025-11-25,74,1,22.0,3.9,3.19,泌乳后期
6343,2025-11-05,76,1,31.6,3.72,3.26,泌乳中期
6344,2025-11-15,76,1,31.3,3.78,3.12,泌乳中期
6345,2025-11-25,76,1,34.1,3.78,3.03,泌乳中期
