id,cattle_code,breed,parity,barn,farm_id
544,F003-C0004,荷斯坦,3,牛舍D,3
545,F003-C0005,西门塔尔,4,牛舍F,3
546,F003-C0006,荷斯坦,1,牛舍B,3
547,F003-C0007,荷斯坦,3,牛舍E,3
548,F003-C0008,荷斯坦,1,牛舍E,3
549,F003-C0009,荷斯坦,3,牛舍F,3
550,F003-C0010,荷斯坦,3,牛舍E,3
551,F003-C0011,荷斯坦,1,牛舍E,3
552,F003-C0012,荷斯坦,4,牛舍C,3
553,F003-C0013,荷斯坦,1,牛舍F,3
554,F003-C0014,荷斯坦,2,牛舍F,3
555,F003-C0015,荷斯坦,3,牛舍E,3
556,F003-C0016,娟姗,2,牛舍C,3
557,F003-C0017,西门塔尔,2,牛舍C,3
558,F003-C0018,荷斯坦,4,牛舍F,3
559,F003-C0019,西门塔尔,1,牛舍E,3
560,F003-C0020,娟姗,3,牛舍B,3
561,F003-C0021,荷斯坦,3,牛舍B,3
562,F003-C0022,荷斯坦,2,牛舍F,3
563,F003-C0023,荷斯坦,2,牛舍F,3
564,F003-C0024,荷斯坦,3,牛舍A,3
565,F003-C0025,娟姗,1,牛舍F,3
566,F003-C0026,荷斯坦,1,牛舍C,3
567,F003-C0027,荷斯坦,1,牛舍A,3
568,F003-C0028,荷斯坦,2,牛舍F,3
569,F003-C0029,娟姗,4,牛舍B,3
570,F003-C0030,娟姗,1,牛舍A,3
571,F003-C0031,荷斯坦,2,牛舍F,3
572,F003-C0032,娟姗,4,牛舍A,3
573,F003-C0033,荷斯坦,1,牛舍C,3
574,F003-C0034,荷斯坦,3,牛舍E,3
575,F003-C0035,娟姗,1,牛舍E,3
576,F003-C0036,荷斯坦,4,牛舍C,3
577,F003-C0037,西门塔尔,3,牛舍F,3
578,F003-C0038,荷斯坦,2,牛舍C,3
579,F003-C0039,荷斯坦,1,牛舍E,3
580,F003-C0040,荷斯坦,2,牛舍D,3
581,F003-C0041,荷斯坦,2,牛舍A,3
582,F003-C0042,娟姗,2,牛舍B,3
583,F003-C0043,荷斯坦,1,牛舍C,3
584,F003-C0044,荷斯坦,3,牛舍A,3
585,F003-C0045,荷斯坦,3,牛舍A,3
586,F003-C0046,荷斯坦,2,牛舍D,3
587,F003-C0047,荷斯坦,4,牛舍F,3
588,F003-C0048,荷斯坦,1,牛舍C,3
589,F003-C0049,荷斯坦,1,牛舍B,3
590,F003-C0050,荷斯坦,3,牛舍E,3
591,F003-C0051,荷斯坦,2,牛舍D,3
592,F003-C0052,荷斯坦,3,牛舍B,3
593,F003-C0053,荷斯坦,3,牛舍A,3
594,F003-C0054,荷斯坦,3,牛舍A,3
595,F003-C0055,荷斯坦,4,牛舍E,3
596,F003-C0056,荷斯坦,1,牛舍C,3
597,F003-C0057,荷斯坦,1,牛舍B,3
598,F003-C0058,荷斯坦,1,牛舍E,3
599,F003-C0059,西门塔尔,2,牛舍E,3
600,F003-C0060,荷斯坦,1,牛舍D,3
601,F003-C0061,西门塔尔,3,牛舍D,3
602,F003-C0062,西门塔尔,3,牛舍E,3
603,F003-C0063,荷斯坦,2,牛舍A,3
604,F003-C0064,娟姗,4,牛舍A,3
605,F003-C0065,荷斯坦,2,牛舍B,3
606,F003-C0066,荷斯坦,3,牛舍D,3
607,F003-C0067,娟姗,2,牛舍D,3
608,F003-C0068,荷斯坦,4,牛舍E,3
609,F003-C0069,荷斯坦,2,牛舍B,3
610,F003-C0070,荷斯坦,1,牛舍B,3
611,F003-C0071,荷斯坦,1,牛舍C,3
612,F003-C0072,荷斯坦,2,牛舍E,3
613,F003-C0073,西门塔尔,1,牛舍C,3
614,F003-C0074,荷斯坦,4,牛舍F,3
615,F003-C0075,荷斯坦,4,牛舍D,3
616,F003-C0076,西门塔尔,4,牛舍A,3
617,F003-C0077,荷斯坦,1,牛舍A,3
618,F003-C0078,荷斯坦,3,牛舍A,3
619,F003-C0079,西门塔尔,2,牛舍B,3
620,F003-C0080,荷斯坦,4,牛舍A,3
621,F003-C0081,荷斯坦,2,牛舍F,3
622,F003-C0082,荷斯坦,3,牛舍F,3
623,F003-C0083,荷斯坦,2,牛舍B,3
624,F003-C0084,荷斯坦,2,牛舍C,3
625,F003-C0085,荷斯坦,3,牛舍F,3
626,F003-C0086,荷斯坦,2,牛舍D,3
627,F003-C0087,娟姗,4,牛舍F,3
628,F003-C0088,西门塔尔,2,牛舍D,3
629,F003-C0089,荷斯坦,2,牛舍E,3
630,F003-C0090,荷斯坦,1,牛舍F,3
631,F003-C0091,西门塔尔,4,牛舍E,3
632,F003-C0092,娟姗,2,牛舍B,3
633,F003-C0093,荷斯坦,1,牛舍F,3
634,F003-C0094,娟姗,4,牛舍A,3
635,F003-C0095,西门塔尔,1,牛舍C,3
636,F003-C0096,荷斯坦,3,牛舍A,3
637,F003-C0097,西门塔尔,3,牛舍F,3
638,F003-C0098,荷斯坦,1,牛舍C,3
639,F003-C0099,娟姗,1,牛舍B,3
640,F003-C0100,荷斯坦,4,牛舍D,3
641,F003-C0101,荷斯坦,3,牛舍D,3
642,F003-C0102,荷斯坦,3,牛舍D,3
643,F003-C0103,荷斯坦,2,牛舍C,3
644,F003-C0104,荷斯坦,2,牛舍A,3
645,F003-C0105,娟姗,2,牛舍C,3
646,F003-C0106,荷斯坦,2,牛舍E,3
647,F003-C0107,荷斯坦,1,牛舍C,3
648,F003-C0108,娟姗,3,牛舍D,3
649,F003-C0109,荷斯坦,2,牛舍D,3
650,F003-C0110,西门塔尔,2,牛舍F,3
651,F003-C0111,荷斯坦,3,牛舍D,3
652,F003-C0112,荷斯坦,2,牛舍B,3
653,F003-C0113,西门塔尔,1,牛舍F,3
654,F003-C0114,荷斯坦,4,牛舍E,3
655,F003-C0115,娟姗,2,牛舍A,3
656,F003-C0116,荷斯坦,3,牛舍D,3
657,F003-C0117,西门塔尔,1,牛舍F,3
658,F003-C0118,荷斯坦,2,牛舍C,3
659,F003-C0119,荷斯坦,3,牛舍E,3
660,F003-C0120,荷斯坦,1,牛舍E,3
661,F003-C0121,荷斯坦,1,牛舍F,3
662,F003-C0122,荷斯坦,2,牛舍E,3
663,F003-C0123,荷斯坦,2,牛舍B,3
664,F003-C0124,娟姗,2,牛舍B,3
665,F003-C0125,荷斯坦,1,牛舍C,3
666,F003-C0126,西门塔尔,1,牛舍D,3
667,F003-C0127,荷斯坦,4,牛舍B,3
668,F003-C0128,荷斯坦,4,牛舍F,3
669,F003-C0129,荷斯坦,1,牛舍D,3
670,F003-C0130,荷斯坦,2,牛舍F,3
671,F003-C0131,西门塔尔,1,牛舍D,3
672,F003-C0132,西门塔尔,3,牛舍A,3
673,F003-C0133,娟姗,1,牛舍F,3
674,F003-C0134,荷斯坦,1,牛舍A,3
675,F003-C0135,娟姗,4,牛舍E,3
676,F003-C0136,荷斯坦,4,牛舍C,3
677,F003-C0137,娟姗,3,牛舍F,3
678,F003-C0138,荷斯坦,1,牛舍B,3
679,F003-C0139,荷斯坦,4,牛舍D,3
680,F003-C0140,娟姗,2,牛舍F,3
681,F003-C0141,西门塔尔,3,牛舍A,3
682,F003-C0142,西门塔尔,2,牛舍A,3
683,F003-C0143,荷斯坦,1,牛舍E,3
684,F003-C0144,荷斯坦,3,牛舍C,3
685,F003-C0145,荷斯坦,3,牛舍D,3
686,F003-C0146,荷斯坦,2,牛舍D,3
687,F003-C0147,荷斯坦,3,牛舍D,3
688,F003-C0148,西门塔尔,2,牛舍B,3
689,F003-C0149,荷斯坦,2,牛舍D,3
690,F003-C0150,西门塔尔,1,牛舍D,3
691,F003-C0151,荷斯坦,1,牛舍C,3
692,F003-C0152,荷斯坦,2,牛舍B,3
693,F003-C0153,荷斯坦,2,牛舍E,3
694,F003-C0154,荷斯坦,1,牛舍C,3
695,F003-C0155,荷斯坦,3,牛舍C,3
696,F003-C0156,荷斯坦,2,牛舍D,3
697,F003-C0157,荷斯坦,4,牛舍B,3
698,F003-C0158,荷斯坦,3,牛舍B,3
699,F003-C0159,荷斯坦,2,牛舍B,3
700,F003-C0160,荷斯坦,2,牛舍C,3
701,F003-C0161,西门塔尔,2,牛舍B,3
702,F003-C0162,荷斯坦,3,牛舍B,3
703,F003-C0163,荷斯坦,2,牛舍D,3
704,F003-C0164,西门塔尔,2,牛舍C,3
705,F003-C0165,荷斯坦,4,牛舍F,3
706,F003-C0166,荷斯坦,2,牛舍F,3
707,F003-C0167,荷斯坦,1,牛舍D,3
708,F003-C0168,荷斯坦,3,牛舍D,3
709,F003-C0169,西门塔尔,2,牛舍C,3
710,F003-C0170,西门塔尔,2,牛舍E,3
711,F003-C0171,荷斯坦,2,牛舍F,3
712,F003-C0172,荷斯坦,4,牛舍D,3
713,F003-C0173,荷斯坦,3,牛舍F,3
714,F003-C0174,西门塔尔,3,牛舍D,3
715,F003-C0175,荷斯坦,3,牛舍B,3
716,F003-C0176,荷斯坦,3,牛舍D,3
717,F003-C0177,荷斯坦,3,牛舍E,3
718,F003-C0178,荷斯坦,4,牛舍F,3
719,F003-C0179,荷斯坦,3,牛舍C,3
720,F003-C0180,娟姗,2,牛舍F,3
721,F003-C0181,荷斯坦,1,牛舍F,3
722,F003-C0182,荷斯坦,3,牛舍E,3
723,F003-C0183,荷斯坦,2,牛舍C,3
724,F003-C0184,荷斯坦,1,牛舍C,3
725,F003-C0185,荷斯坦,2,牛舍E,3
726,F003-C0186,荷斯坦,2,牛舍D,3
727,F003-C0187,西门塔尔,3,牛舍E,3
728,F003-C0188,荷斯坦,1,牛舍A,3
729,F003-C0189,荷斯坦,4,牛舍A,3
730,F003-C0190,娟姗,1,牛舍C,3
731,F003-C0191,荷斯坦,1,牛舍D,3
732,F003-C0192,荷斯坦,2,牛舍F,3
733,F003-C0193,荷斯坦,2,牛舍F,3
734,F003-C0194,荷斯坦,2,牛舍A,3
735,F003-C0195,西门塔尔,4,牛舍F,3
736,F003-C0196,荷斯坦,2,牛舍C,3
737,F003-C0197,荷斯坦,2,牛舍D,3
738,F003-C0198,荷斯坦,3,牛舍D,3
739,F003-C0199,荷斯坦,3,牛舍B,3
740,F003-C0200,荷斯坦,2,牛舍F,3
741,F004-C0001,荷斯坦,3,牛舍A,4
742,F004-C0002,荷斯坦,4,牛舍B,4
743,F004-C0003,荷斯坦,2,牛舍C,4
744,F004-C0004,娟姗,2,牛舍F,4
745,F004-C0005,荷斯坦,3,牛舍E,4
746,F004-C0006,荷斯坦,4,牛舍E,4
747,F004-C0007,西门塔尔,3,牛舍C,4
748,F004-C0008,荷斯坦,3,牛舍C,4
749,F004-C0009,荷斯坦,1,牛舍C,4
750,F004-C0010,荷斯坦,2,牛舍E,4
751,F004-C0011,荷斯坦,2,牛舍D,4
752,F004-C0012,荷斯坦,4,牛舍B,4
753,F004-C0013,荷斯坦,2,牛舍B,4
754,F004-C0014,西门塔尔,3,牛舍C,4
755,F004-C0015,荷斯坦,1,牛舍D,4
756,F004-C0016,荷斯坦,2,牛舍F,4
757,F004-C0017,荷斯坦,4,牛舍D,4
758,F004-C0018,荷斯坦,1,牛舍B,4
759,F004-C0019,荷斯坦,1,牛舍C,4
760,F004-C0020,西门塔尔,3,牛舍D,4
761,F004-C0021,荷斯坦,3,牛舍C,4
762,F004-C0022,荷斯坦,4,牛舍E,4
763,F004-C0023,西门塔尔,3,牛舍D,4
764,F004-C0024,荷斯坦,2,牛舍F,4
765,F004-C0025,荷斯坦,1,牛舍A,4
766,F004-C0026,荷斯坦,4,牛舍A,4
767,F004-C0027,娟姗,1,牛舍B,4
768,F004-C0028,西门塔尔,3,牛舍C,4
769,F004-C0029,西门塔尔,3,牛舍B,4
770,F004-C0030,荷斯坦,1,牛舍B,4
771,F004-C0031,荷斯坦,2,牛舍C,4
772,F004-C0032,荷斯坦,2,牛舍F,4
773,F004-C0033,荷斯坦,2,牛舍E,4
774,F004-C0034,西门塔尔,1,牛舍D,4
775,F004-C0035,娟姗,4,牛舍B,4
776,F004-C0036,娟姗,1,牛舍F,4
777,F004-C0037,西门塔尔,3,牛舍F,4
778,F004-C0038,荷斯坦,3,牛舍C,4
779,F004-C0039,荷斯坦,2,牛舍F,4
780,F004-C0040,娟姗,1,牛舍E,4
781,F004-C0041,荷斯坦,4,牛舍C,4
782,F004-C0042,娟姗,2,牛舍A,4
783,F004-C0043,西门塔尔,3,牛舍F,4
784,F004-C0044,荷斯坦,3,牛舍A,4
785,F004-C0045,荷斯坦,1,牛舍D,4
786,F004-C0046,荷斯坦,2,牛舍C,4
787,F004-C0047,荷斯坦,1,牛舍D,4
788,F004-C0048,荷斯坦,3,牛舍A,4
789,F004-C0049,荷斯坦,3,牛舍D,4
790,F004-C0050,荷斯坦,4,牛舍D,4
791,F004-C0051,荷斯坦,4,牛舍B,4
792,F004-C0052,娟姗,4,牛舍C,4
793,F004-C0053,娟姗,4,牛舍A,4
794,F004-C0054,荷斯坦,1,牛舍F,4
795,F004-C0055,荷斯坦,2,牛舍C,4
796,F004-C0056,荷斯坦,1,牛舍F,4
797,F004-C0057,西门塔尔,1,牛舍D,4
798,F004-C0058,荷斯坦,1,牛舍F,4
799,F004-C0059,荷斯坦,3,牛舍A,4
800,F004-C0060,荷斯坦,1,牛舍A,4
801,F004-C0061,荷斯坦,3,牛舍A,4
802,F004-C0062,荷斯坦,4,牛舍B,4
803,F004-C0063,西门塔尔,3,牛舍B,4
804,F004-C0064,娟姗,1,牛舍E,4
805,F004-C0065,荷斯坦,3,牛舍D,4
806,F004-C0066,西门塔尔,3,牛舍B,4
807,F004-C0067,荷斯坦,2,牛舍B,4
808,F004-C0068,娟姗,1,牛舍A,4
809,F004-C0069,西门塔尔,2,牛舍D,4
810,F004-C0070,西门塔尔,1,牛舍F,4
811,F004-C0071,荷斯坦,3,牛舍F,4
812,F004-C0072,荷斯坦,4,牛舍A,4
813,F004-C0073,西门塔尔,4,牛舍B,4
814,F004-C0074,荷斯坦,1,牛舍D,4
815,F004-C0075,荷斯坦,3,牛舍B,4
816,F004-C0076,荷斯坦,1,牛舍F,4
817,F004-C0077,荷斯坦,4,牛舍A,4
818,F004-C0078,娟姗,1,牛舍E,4
819,F004-C0079,荷斯坦,3,牛舍D,4
820,F004-C0080,荷斯坦,3,牛舍A,4
821,F004-C0081,荷斯坦,4,牛舍D,4
822,F004-C0082,荷斯坦,3,牛舍D,4
823,F004-C0083,西门塔尔,1,牛舍E,4
824,F004-C0084,荷斯坦,2,牛舍C,4
825,F004-C0085,荷斯坦,1,牛舍B,4
826,F004-C0086,荷斯坦,3,牛舍F,4
827,F004-C0087,荷斯坦,2,牛舍D,4
828,F004-C0088,娟姗,1,牛舍B,4
829,F004-C0089,娟姗,1,牛舍E,4
830,F004-C0090,荷斯坦,3,牛舍F,4
831,F004-C0091,荷斯坦,1,牛舍B,4
832,F004-C0092,荷斯坦,2,牛舍C,4
833,F004-C0093,荷斯坦,4,牛舍C,4
834,F004-C0094,荷斯坦,3,牛舍C,4
835,F004-C0095,娟姗,3,牛舍A,4
836,F004-C0096,西门塔尔,2,牛舍A,4
837,F004-C0097,西门塔尔,3,牛舍A,4
838,F004-C0098,荷斯坦,2,牛舍D,4
839,F004-C0099,荷斯坦,2,牛舍C,4
840,F004-C0100,荷斯坦,3,牛舍F,4
841,F004-C0101,荷斯坦,2,牛舍A,4
842,F004-C0102,娟姗,1,牛舍D,4
843,F004-C0103,荷斯坦,1,牛舍A,4
844,F004-C0104,西门塔尔,3,牛舍F,4
845,F004-C0105,荷斯坦,1,牛舍F,4
846,F004-C0106,荷斯坦,1,牛舍C,4
847,F004-C0107,荷斯坦,4,牛舍B,4
848,F004-C0108,西门塔尔,4,牛舍D,4
849,F004-C0109,娟姗,4,牛舍C,4
850,F004-C0110,荷斯坦,2,牛舍C,4
851,F004-C0111,荷斯坦,3,牛舍F,4
852,F004-C0112,荷斯坦,2,牛舍D,4
853,F004-C0113,西门塔尔,3,牛舍E,4
854,F004-C0114,西门塔尔,1,牛舍D,4
855,F004-C0115,荷斯坦,2,牛舍F,4
856,F004-C0116,娟姗,1,牛舍F,4
857,F004-C0117,西门塔尔,3,牛舍A,4
858,F004-C0118,荷斯坦,1,牛舍D,4
859,F004-C0119,娟姗,1,牛舍C,4
860,F004-C0120,荷斯坦,1,牛舍E,4
861,F004-C0121,西门塔尔,2,牛舍F,4
862,F004-C0122,荷斯坦,2,牛舍F,4
863,F004-C0123,荷斯坦,3,牛舍A,4
864,F004-C0124,荷斯坦,1,牛舍C,4
865,F004-C0125,西门塔尔,4,牛舍D,4
866,F004-C0126,西门塔尔,2,牛舍D,4
867,F004-C0127,荷斯坦,4,牛舍B,4
868,F004-C0128,西门塔尔,1,牛舍A,4
869,F004-C0129,荷斯坦,2,牛舍A,4
870,F004-C0130,荷斯坦,3,牛舍D,4
871,F004-C0131,荷斯坦,4,牛舍A,4
872,F004-C0132,西门塔尔,2,牛舍F,4
873,F004-C0133,荷斯坦,1,牛舍C,4
874,F004-C0134,荷斯坦,1,牛舍C,4
875,F004-C0135,荷斯坦,3,牛舍C,4
876,F004-C0136,娟姗,1,牛舍D,4
877,F004-C0137,荷斯坦,3,牛舍B,4
878,F004-C0138,荷斯坦,4,牛舍B,4
879,F004-C0139,荷斯坦,4,牛舍B,4
880,F004-C0140,荷斯坦,2,牛舍F,4
881,F004-C0141,娟姗,1,牛舍E,4
882,F004-C0142,娟姗,1,牛舍A,4
883,F004-C0143,娟姗,2,牛舍B,4
884,F004-C0144,娟姗,4,牛舍C,4
885,F004-C0145,荷斯坦,2,牛舍B,4
886,F004-C0146,荷斯坦,3,牛舍D,4
887,F004-C0147,荷斯坦,2,牛舍C,4
888,F004-C0148,娟姗,2,牛舍D,4
889,F004-C0149,荷斯坦,3,牛舍B,4
890,F004-C0150,荷斯坦,2,牛舍E,4
891,F004-C0151,荷斯坦,2,牛舍B,4
892,F004-C0152,荷斯坦,4,牛舍E,4
893,F004-C0153,荷斯坦,4,牛舍A,4
894,F004-C0154,西门塔尔,2,牛舍E,4
895,F004-C0155,荷斯坦,4,牛舍E,4
896,F004-C0156,荷斯坦,1,牛舍C,4
897,F004-C0157,荷斯坦,4,牛舍C,4
898,F004-C0158,西门塔尔,2,牛舍C,4
899,F004-C0159,荷斯坦,1,牛舍B,4
900,F004-C0160,荷斯坦,1,牛舍E,4
901,F004-C0161,西门塔尔,3,牛舍B,4
902,F004-C0162,西门塔尔,3,牛舍C,4
903,F004-C0163,娟姗,1,牛舍B,4
904,F004-C0164,荷斯坦,3,牛舍C,4
905,F004-C0165,荷斯坦,3,牛舍E,4
906,F004-C0166,荷斯坦,4,牛舍D,4
907,F004-C0167,荷斯坦,2,牛舍A,4
908,F004-C0168,荷斯坦,1,牛舍E,4
909,F004-C0169,荷斯坦,4,牛舍B,4
910,F004-C0170,荷斯坦,3,牛舍C,4
911,F004-C0171,荷斯坦,3,牛舍B,4
912,F004-C0172,荷斯坦,2,牛舍C,4
913,F004-C0173,荷斯坦,4,牛舍D,4
914,F004-C0174,荷斯坦,2,牛舍B,4
915,F004-C0175,西门塔尔,2,牛舍F,4
916,F004-C0176,荷斯坦,1,牛舍E,4
917,F004-C0177,娟姗,3,牛舍C,4
918,F004-C0178,荷斯坦,4,牛舍D,4
919,F004-C0179,西门塔尔,2,牛舍B,4
920,F004-C0180,荷斯坦,3,牛舍E,4
921,F005-C0001,西门塔尔,3,牛舍E,5
922,F005-C0002,荷斯坦,2,牛舍E,5
923,F005-C0003,荷斯坦,1,牛舍D,5
924,F005-C0004,荷斯坦,1,牛舍C,5
925,F005-C0005,荷斯坦,4,牛舍A,5
926,F005-C0006,西门塔尔,3,牛舍C,5
927,F005-C0007,荷斯坦,1,牛舍F,5
928,F005-C0008,荷斯坦,3,牛舍F,5
929,F005-C0009,荷斯坦,2,牛舍D,5
930,F005-C0010,娟姗,2,牛舍D,5
931,F005-C0011,荷斯坦,1,牛舍D,5
932,F005-C0012,娟姗,3,牛舍F,5
933,F005-C0013,荷斯坦,1,牛舍A,5
934,F005-C0014,荷斯坦,2,牛舍A,5
935,F005-C0015,荷斯坦,4,牛舍B,5
936,F005-C0016,荷斯坦,4,牛舍A,5
937,F005-C0017,荷斯坦,3,牛舍D,5
938,F005-C0018,荷斯坦,4,牛舍B,5
939,F005-C0019,娟姗,1,牛舍A,5
940,F005-C0020,荷斯坦,1,牛舍F,5
941,F005-C0021,西门塔尔,3,牛舍C,5
942,F005-C0022,荷斯坦,1,牛舍A,5
943,F005-C0023,荷斯坦,4,牛舍B,5
944,F005-C0024,荷斯坦,2,牛舍C,5
945,F005-C0025,荷斯坦,3,牛舍B,5
946,F005-C0026,荷斯坦,1,牛舍C,5
947,F005-C0027,荷斯坦,1,牛舍D,5
948,F005-C0028,荷斯坦,3,牛舍A,5
949,F005-C0029,荷斯坦,1,牛舍D,5
950,F005-C0030,荷斯坦,1,牛舍D,5
951,F005-C0031,荷斯坦,4,牛舍E,5
952,F005-C0032,荷斯坦,3,牛舍A,5
953,F005-C0033,荷斯坦,4,牛舍D,5
954,F005-C0034,荷斯坦,2,牛舍D,5
955,F005-C0035,荷斯坦,4,牛舍F,5
956,F005-C0036,娟姗,3,牛舍B,5
957,F005-C0037,荷斯坦,2,牛舍F,5
958,F005-C0038,荷斯坦,4,牛舍E,5
959,F005-C0039,娟姗,1,牛舍D,5
960,F005-C0040,娟姗,1,牛舍B,5
961,F005-C0041,荷斯坦,1,牛舍A,5
962,F005-C0042,荷斯坦,4,牛舍F,5
963,F005-C0043,西门塔尔,1,牛舍F,5
964,F005-C0044,荷斯坦,2,牛舍D,5
965,F005-C0045,荷斯坦,2,牛舍D,5
966,F005-C0046,荷斯坦,3,牛舍E,5
967,F005-C0047,西门塔尔,1,牛舍B,5
968,F005-C0048,荷斯坦,3,牛舍A,5
969,F005-C0049,荷斯坦,1,牛舍C,5
970,F005-C0050,荷斯坦,2,牛舍D,5
971,F005-C0051,荷斯坦,2,牛舍E,5
972,F005-C0052,荷斯坦,2,牛舍B,5
973,F005-C0053,荷斯坦,3,牛舍A,5
974,F005-C0054,娟姗,2,牛舍B,5
975,F005-C0055,西门塔尔,4,牛舍C,5
976,F005-C0056,荷斯坦,3,牛舍C,5
977,F005-C0057,西门塔尔,4,牛舍F,5
978,F005-C0058,娟姗,1,牛舍C,5
979,F005-C0059,荷斯坦,4,牛舍C,5
980,F005-C0060,荷斯坦,3,牛舍B,5
981,F005-C0061,荷斯坦,4,牛舍F,5
982,F005-C0062,西门塔尔,4,牛舍A,5
983,F005-C0063,西门塔尔,1,牛舍F,5
984,F005-C0064,荷斯坦,3,牛舍E,5
985,F005-C0065,荷斯坦,1,牛舍B,5
986,F005-C0066,荷斯坦,1,牛舍A,5
987,F005-C0067,西门塔尔,2,牛舍D,5
988,F005-C0068,荷斯坦,4,牛舍F,5
989,F005-C0069,荷斯坦,2,牛舍D,5
990,F005-C0070,娟姗,2,牛舍E,5
991,F005-C0071,荷斯坦,4,牛舍C,5
992,F005-C0072,西门塔尔,1,牛舍A,5
993,F005-C0073,荷斯坦,4,牛舍B,5
994,F005-C0074,荷斯坦,1,牛舍B,5
995,F005-C0075,荷斯坦,2,牛舍F,5
996,F005-C0076,荷斯坦,1,牛舍B,5
997,F005-C0077,西门塔尔,1,牛舍E,5
998,F005-C0078,娟姗,3,牛舍F,5
999,F005-C0079,荷斯坦,4,牛舍C,5
1000,F005-C0080,荷斯坦,2,牛舍F,5
1001,F005-C0081,西门塔尔,2,牛舍A,5
1002,F005-C0082,荷斯坦,3,牛舍C,5
1003,F005-C0083,荷斯坦,3,牛舍C,5
1004,F005-C0084,荷斯坦,1,牛舍C,5
1005,F005-C0085,荷斯坦,2,牛舍F,5
1006,F005-C0086,娟姗,3,牛舍B,5
1007,F005-C0087,荷斯坦,1,牛舍A,5
1008,F005-C0088,西门塔尔,4,牛舍D,5
1009,F005-C0089,荷斯坦,1,牛舍A,5
1010,F005-C0090,荷斯坦,2,牛舍D,5
1011,F005-C0091,荷斯坦,1,牛舍F,5
1012,F005-C0092,西门塔尔,2,牛舍F,5
1013,F005-C0093,荷斯坦,3,牛舍D,5
1014,F005-C0094,荷斯坦,2,牛舍B,5
1015,F005-C0095,荷斯坦,2,牛舍C,5
1016,F005-C0096,荷斯坦,3,牛舍F,5
1017,F005-C0097,荷斯坦,4,牛舍F,5
1018,F005-C0098,荷斯坦,1,牛舍B,5
1019,F005-C0099,娟姗,2,牛舍C,5
1020,F005-C0100,荷斯坦,2,牛舍A,5
1021,F005-C0101,荷斯坦,3,牛舍E,5
1022,F005-C0102,荷斯坦,4,牛舍E,5
1023,F005-C0103,娟姗,2,牛舍C,5
1024,F005-C0104,荷斯坦,4,牛舍B,5
1025,F005-C0105,荷斯坦,4,牛舍D,5
1026,F005-C0106,荷斯坦,3,牛舍A,5
1027,F005-C0107,荷斯坦,4,牛舍C,5
1028,F005-C0108,荷斯坦,2,牛舍B,5
1029,F005-C0109,西门塔尔,3,牛舍B,5
1030,F005-C0110,西门塔尔,3,牛舍B,5
1031,F005-C0111,荷斯坦,2,牛舍D,5
1032,F005-C0112,荷斯坦,1,牛舍B,5
1033,F005-C0113,荷斯坦,1,牛舍C,5
1034,F005-C0114,西门塔尔,1,牛舍F,5
1035,F005-C0115,荷斯坦,1,牛舍F,5
1036,F005-C0116,荷斯坦,1,牛舍E,5
1037,F005-C0117,荷斯坦,1,牛舍A,5
1038,F005-C0118,娟姗,2,牛舍E,5
1039,F005-C0119,荷斯坦,2,牛舍F,5
1040,F005-C0120,荷斯坦,4,牛舍C,5
1041,F005-C0121,荷斯坦,4,牛舍D,5
1042,F005-C0122,荷斯坦,3,牛舍B,5
1043,F005-C0123,西门塔尔,3,牛舍B,5
1044,F005-C0124,荷斯坦,3,牛舍A,5
1045,F005-C0125,娟姗,1,牛舍E,5
1046,F005-C0126,荷斯坦,4,牛舍F,5
1047,F005-C0127,荷斯坦,1,牛舍F,5
1048,F005-C0128,荷斯坦,2,牛舍E,5
1049,F005-C0129,荷斯坦,1,牛舍F,5
1050,F005-C0130,荷斯坦,2,牛舍F,5
1051,F005-C0131,荷斯坦,2,牛舍E,5
1052,F005-C0132,荷斯坦,4,牛舍A,5
1053,F005-C0133,西门塔尔,1,牛舍A,5
1054,F005-C0134,荷斯坦,1,牛舍B,5
1055,F005-C0135,荷斯坦,2,牛舍B,5
1056,F005-C0136,西门塔尔,2,牛舍A,5
1057,F005-C0137,荷斯坦,1,牛舍D,5
1058,F005-C0138,荷斯坦,1,牛舍A,5
1059,F005-C0139,西门塔尔,3,牛舍B,5
1060,F005-C0140,西门塔尔,1,牛舍F,5
1061,F005-C0141,娟姗,3,牛舍D,5
1062,F005-C0142,荷斯坦,1,牛舍B,5
1063,F005-C0143,荷斯坦,2,牛舍F,5
1064,F005-C0144,荷斯坦,1,牛舍A,5
1065,F005-C0145,西门塔尔,3,牛舍B,5
1066,F005-C0146,荷斯坦,2,牛舍E,5
1067,F005-C0147,娟姗,1,牛舍C,5
1068,F005-C0148,荷斯坦,2,牛舍D,5
1069,F005-C0149,西门塔尔,3,牛舍D,5
1070,F005-C0150,荷斯坦,4,牛舍B,5
1071,F005-C0151,荷斯坦,3,牛舍B,5
1072,F005-C0152,荷斯坦,3,牛舍E,5
1073,F005-C0153,荷斯坦,3,牛舍C,5
1074,F005-C0154,荷斯坦,3,牛舍F,5
1075,F005-C0155,荷斯坦,2,牛舍D,5
1076,F005-C0156,荷斯坦,2,牛舍C,5
1077,F005-C0157,西门塔尔,3,牛舍F,5
1078,F005-C0158,西门塔尔,1,牛舍F,5
1079,F005-C0159,荷斯坦,2,牛舍F,5
1080,F005-C0160,荷斯坦,3,牛舍B,5
1081,F005-C0161,荷斯坦,3,牛舍D,5
1082,F005-C0162,西门塔尔,2,牛舍E,5
